timestamp,memory_usage
1742743677.6980937,1173.0703125
1742743678.7000113,1174.9765625
1742743679.7014692,1175.40234375
1742743680.7028997,1175.9140625
1742743681.7043877,1176.68359375
1742743682.7048883,1177.45703125
1742743683.7063136,1178.2265625
1742743684.7077622,1178.73828125
1742743685.7088745,1179.765625
1742743686.710334,1180.79296875
1742743687.711822,1180.79296875
1742743688.7132754,1181.5546875
1742743689.7147055,1191.921875
1742743690.7161386,1192.0390625
1742743691.7168596,1192.0390625
