file,avg_similarity,coverage,confidence,diversity_variance,diversity_dissimilarity
tf_idf_multi_performance_results_179_141.csv,0.48929999999999996,0.0,0.9476165256716977,0.0027502100000000003,0.5107
tf_idf_multi_performance_results_231_1560.csv,0.2986,0.05,0.9543352811700625,0.0020606399999999994,0.7014
tf_idf_multi_performance_results_264_64.csv,0.5164,0.03,0.9572267317260904,0.0017970399999999993,0.48360000000000003
tf_idf_multi_performance_results_297_297.csv,0.33479999999999993,0.05,0.9386676477601731,0.0038423600000000004,0.6652
tf_idf_multi_performance_results_337_24.csv,0.3055,0.2,0.9803055872869078,0.0003632500000000004,0.6944999999999999
tf_idf_multi_performance_results_34_1269.csv,0.2956,0.06,0.9567512679543821,0.0018390400000000001,0.7043999999999999
tf_idf_multi_performance_results_36_518.csv,0.2486,0.05,0.9652101576236881,0.0011692400000000006,0.7514000000000001
tf_idf_multi_performance_results_67_198.csv,0.5852,0.04,0.9608574561444682,0.0014935599999999995,0.41480000000000006
tf_idf_multi_performance_results_70_1001.csv,0.27290000000000003,0.04,0.9679472847511023,0.0009868900000000002,0.7271000000000001
tf_idf_multi_performance_results_85_193.csv,0.2844,0.06,0.9655857508034674,0.0011432399999999998,0.7156
