timestamp,memory_usage
1743022844.6913533,367.61328125
1743022845.693238,379.68359375
1743022846.694749,380.14453125
1743022847.696249,381.02734375
1743022848.6974719,382.859375
1743022849.6989558,384.5234375
1743022850.7004206,385.99609375
1743022851.7013094,387.890625
1743022852.7028098,389.390625
1743022853.7043045,405.01171875
1743022854.7052972,406.359375
1743022855.7067044,406.7890625
1743022856.7081127,407.046875
1743022857.7092686,407.55078125
1743022858.7106645,407.8046875
1743022859.7121189,408.0625
