book_index,paragraph_index,similarity_score,recommended_book,recommended_text
383,230,0.447,Elements of Risk Analysis with Applications in R,"R Output > str ( mydata ) 25 â data . frame â: 483 obs . of 4 variables : $ X : int 1 2 3 4 5 6 7 8 9 10 ... $ Month : chr "" JAN "" "" FEB "" "" MAR "" "" APR "" ... $ Year : int 1980 1980 1980 1980 1980 1980 1980 1980 1980 1980 ..."
356,375,0.421,Re-engineering the Uptake of ICT in Schools,DateTime This element is based on ISO 8601 and contains date and time information. The format follows Date and Time Formats as speciï¬ed by the W3 consortium. See http://www.w3.org/TR/NOTE-datetime or http://www.w3.org/TR/xmlschema-2/ #isoformats. YYYY[-MM[-DD[Thh[:mm[:ss[.s[TZD]]]]]]] where: YYYY = four-digit year MM = two-digit month DD = two-digit day of month hh = two digits of hour (00 through 23) mm = two digits of minute (00 through 59) ss = two digits of second (00 through 59) s = one or more digits representing a decimal fraction of a second TZD = time zone designator (âZâ for UTC or +hh:mm or âhh:mm)
383,243,0.415,Elements of Risk Analysis with Applications in R,"mydata . visits . ts <- ts ( mydata $ Visits , start = c (1980 ,1) , end = c (1981 ,12) , frequency =12) 11 # Create the Time for the first visit 12 dt1 . visits <- as . Date ( "" 1980 -01 -01 "" ) 13 dt1 . visits 14 # The length of our time series 15 T <- 24 # 24 months only 16 # Then we create a whole column of n days : 17 Time . visits <- seq ( dt1 . visits , length = 24 , by = "" months "" ) 18 str ( Time . visits ) # Checking that Time is indeed a date format . 19 # Fit the HW model with additive seasonality 20 hw . visits . additive <- hw ( mydata . visits . ts , seasonal = "" additive "" , h =24) 21 summary ( hw . visits . additive ) 22 # Fit the HW model with multi plicati ve seasonality 23 hw . visits . m ultipli cative <- hw ( mydata . visits . ts , seasonal = "" mult iplicati ve "" ,h =24) 24 summary ( hw . visits . mult iplicat ive ) 25 # Next , we plot the data and the fitted values from the two models . 26 plot ( Time . visits , mydata . visits . ts , ylab = "" Visits [ thousands ] "" , xlab = "" Year "" , lwd =2 , type = "" l "" ) 28 lines ( Time . visits , hw . visits . additive $ fitted , col = "" blue "" , lwd =2) 29 lines ( Time . visits , hw . visits . mul tiplicat ive $ fitted , col = "" pink "" , lwd =2) 30 # We redraw the original data , just to make the plot look nicer . 31 lines ( Time . visits , mydata . visits . ts ) 32 legend ( Time . visits [1] ,1700 , legend = c ( "" Time Series "" , "" HW additive "" , "" HW multipli cative "" ) , col = c ( "" black "" ,"" blue "" ,"" pink "" ) , lty = c (1 ,1 ,1) , lwd = c (2 ,2 ,2) , cex =0.8) 35 title ( "" Overseas data and fitted values "" )"
389,183,0.413,Impacts of the Fukushima Nuclear Accident on Fish and Fishing Grounds,Sampling Region Date Sardine 2011/3/28 2011/4/6 2011/4/11 2011/4/13 2011/4/25 2011/4/26 2011/5/5 2011/5/9 2011/5/16 2011/5/20 2011/5/25 2011/6/2 2011/6/4 2011/6/22 2011/6/29 2011/4/11 2011/6/6 Japanese anchovy 2011/3/24 2011/4/7 2011/4/14 2011/4/18
175,333,0.38,"Water Resource Systems Planning and Management : An introduction To Methods, Models, and Applications","In the above equation, when t = 4, the last period of the year, the following period t + 1 = 1, the ï¬rst period in the following year. Each ESt is the storage volume in excess of the flood storage target volume, TF. Each DRt is the difference between the actual release, Rt, and the target release, TRt, when the release is less than the target. The excess storage, ESt, above the flood target storage TF at the beginning of each season t can be deï¬ned by the constraint: St  TF Ã¾ ESt"
294,276,0.37,Programming For Computations - Python : a Gentle introduction To Numerical Simulations With Python (Volume 15.0),"In the code for updating the arrays S and V we get a term p(t[n])*S[n]. We can also let p.t/ be an array filled with correct values prior to the simulation. Then we need to allocate an array p of length N_t+1 and find the indices corresponding to the time period between 6 and 15 days. These indices are found from the time point divided by t. That is, p = zeros(N_t+1) start_index = 6*24/dt stop_index = 15*24/dt p[start_index:stop_index] = 0.005"
231,649,0.365,North Sea Region Climate Change Assessment,"day 1) when persistent seasonal stratiï¬cation starts (left column) and ends (middle column), and the total number of stratiï¬ed days (right column). Grey shaded areas are well mixed throughout the year (Holt et al. 2010)"
383,150,0.364,Elements of Risk Analysis with Applications in R,"2. Then from this detrended series, we estimate the raw seasonal factors. Each seasonal factor is the mean over all seasonal factors for that season. In our example, we have 12 seasonal factors, as the season repeats every 12 observations (Why? Because we observe 12 values in each year). So in our example for January, we have the following estimated raw seasonal factor value: all t belonging to month j Dt Fj = (3.10) nyears where for January we have j = 1,... December has j = 12, nyears is the number of years for which we have data."
175,1037,0.351,"Water Resource Systems Planning and Management : An introduction To Methods, Models, and Applications","the end of the last period of each growing season. In this case some mechanism is needed to determine the beneï¬ts obtained from a series of allocations over time, as will be presented in the next chapter."
231,336,0.346,North Sea Region Climate Change Assessment,Fig. 3.13 Modelled timing (Julian day) of spring stratiï¬cation (when the surface-bottom temperature difference ï¬rst exceeds 0.5 Â°C for at least three days; solid line) and spring bloom (dashed line) between
383,242,0.34,Elements of Risk Analysis with Applications in R,"# -----------------------------------------------------------# Goal : Fit an additive and a multipli cative HW model to 3 # 2 years of Overseas visits data . 4 # -----------------------------------------------------------5 library ( forecast ) 6 # Data : Overseas Visits to UK data 7 mydata <- read . csv ( "" Risk -2021 - Data VisitsT oUK . csv "" ) 8 head ( mydata ,10) # shows the first 10 rows of data , for a quick check 9 # extract years 1980 and 1981 only , and put them into a ts object ."
225,251,0.333,"Spanish Economic Growth, 1850â2015","9.2 Splicing National Accounts Through Interpolation A straightforward procedure would be, then, splicing the all benchmark series available by accepting the levels directly computed for each benchmark year and distributing the gap between each pair of adjacent benchmark series at their overlapping year at either a constant rate over"
