book_index,paragraph_index,similarity_score,recommended_book,recommended_text
34,857,0.751,"Habitats and Biota of the Gulf of Mexico: Before the Deepwater Horizon Oil Spill: Volume 2: Fish Resources, Fisheries, Sea Turtles, Avian Resources, Marine Mammals, Diseases and Mortalities","Hawksbills are stranded on Gulf of Mexico beaches during all months of the year (NMFS and USFWS 1993). From 1986 through 2009, 474 live and dead hawksbill sea turtles were reported stranded on U.S. Gulf of Mexico beaches (STSSN 2012). Unlike other species of sea turtles, hawksbill strandings are often live turtles (Amos 1989). Hawksbills represented 1â5.6 % of the total turtles stranded each year on U.S. Gulf beaches. The 474 hawksbills that stranded on"
34,19,0.739,"Habitats and Biota of the Gulf of Mexico: Before the Deepwater Horizon Oil Spill: Volume 2: Fish Resources, Fisheries, Sea Turtles, Avian Resources, Marine Mammals, Diseases and Mortalities",Generalized Life History of Gulf of Mexico Sea Turtles ................. 1190 Historical Abundance of Gulf of Mexico Sea Turtles .. .. . .. .. .. . .. .. . .. . 1191 General Nesting Abundance of Gulf of Mexico Sea Turtles . . . . . . . . . . . . 1196 General In-Water Abundance of Gulf of Mexico Sea Turtles . . . . . . . . . . . 1197 Regulation and Protection of Gulf of Mexico Sea Turtles ............... 1199
34,839,0.738,"Habitats and Biota of the Gulf of Mexico: Before the Deepwater Horizon Oil Spill: Volume 2: Fish Resources, Fisheries, Sea Turtles, Avian Resources, Marine Mammals, Diseases and Mortalities","11.7.4 Sea Turtle Stranding Data Occasionally, sea turtles wash up or strand (dead or alive) on the beaches of the Gulf of Mexico and of the U.S. Atlantic Ocean. The stranding of sea turtles is caused by many factors, including incidental capture in shrimping and fishing operations, entanglement, ingestion of marine debris, boat strikes, disease, storms, and hypothermic stunning. The STSSN was established in 1980 to collect information on and document strandings of live and dead sea turtles along the U.S. Gulf of Mexico and Atlantic coasts. The area includes the coasts from Maine through Texas, as well as portions of the U.S. Caribbean (STSSN 2012). As part of STSSN methodology, the United States coastline was divided into statistical stranding zones. Zones 1 through 21 include the Gulf coast from the Florida Keys through Texas (Figure 11.50). Important information regarding species composition, stock structure, life-history stage,"
34,683,0.715,"Habitats and Biota of the Gulf of Mexico: Before the Deepwater Horizon Oil Spill: Volume 2: Fish Resources, Fisheries, Sea Turtles, Avian Resources, Marine Mammals, Diseases and Mortalities","Until 1890, the sea turtle fisheries in Florida occurred in eight counties, but by 1897 they were concentrated in four: Monroe, Levy, Franklin, and Escambia counties on the Gulf coast. The total production in 1897 alone was 287,857 kg (634,616 lb), with 86 % coming from Monroe County at the southern tip of Florida (Townsend 1899). However, an unspecified portion of the total production came from the YucataÌn coast because turtles were already becoming scarce in Florida; by 1897, most of the turtles came from the YucataÌn coast. Apparently, the decrease in the sea turtle populations along the Florida Gulf coast was due not only to the harvest of juveniles but also of eggs, as these were sought after eagerly by local people (Townsend 1899). Indeed, although few records of egg exploitation exist, it is believed that a large number of eggs were collected throughout the entire rim of the Gulf of Mexico (Hildebrand 1963; Witzell 1994). Turtles were so scarce by the late 1800s that Townsend (1899) called for the protection of the turtles and their eggs during their breeding season. The sea turtle fisheries continued through the early and mid-1900s on the Florida Gulf coast, though at a much lower rate (Figure 11.4), presumably due to decreases in the turtle populations (Rebel 1974). The landings records for Florida indicate a preference for green turtle meat (Figure 11.4). In the 1900s, imports of live turtles into the United States were significant prior to the 1978 listing of sea turtles under the 1973 U.S. Endangered Species Act (ESA). The total live sea turtle imports into the United States from 1948 through 1976 amounted to 8,099,950 kg (17,857,334 lb), with a peak in 1951 and a decreasing trend to a minimum of 1,814 kg (4,000 lb) in 1975 (Figure 11.5) (Cato et al. 1978). The imported species of sea turtles included the green, olive ridley (Lepidochelys olivacea), loggerhead, and hawksbill, with the former two species being the most imported (Cato et al. 1978). These imports came from over 40 countries and demonstrate the demand for live sea turtles that existed in the United States until the"
34,689,0.71,"Habitats and Biota of the Gulf of Mexico: Before the Deepwater Horizon Oil Spill: Volume 2: Fish Resources, Fisheries, Sea Turtles, Avian Resources, Marine Mammals, Diseases and Mortalities","spring and summer, especially along the south Florida Gulf coast. During all seasons, juvenile and adult green and Kempâs ridley sea turtles used eastern Gulf waters extensively. Low numbers of hawksbills also used the eastern Gulf of Mexico, while leatherbacks were found in the eastern Gulf during the spring and fall as they migrated through to preferred feeding and nesting grounds (Teas 1993). The western Gulf of Mexico provided year-round habitat for juvenile loggerheads and for hatchlings to adult Kempâs ridleys. Throughout the year, juvenile green turtles used western Gulf of Mexico waters (Teas 1993). During the summer and fall when prevailing currents carried them into the western Gulf, hawksbills ranging from hatchling to juvenile were common. Leatherback sea turtles migrated through the western Gulf during the spring and fall (Teas 1993). Surveys were conducted in 1991 and 1992 to establish relative sea turtle abundance and seasonality in the U.S. Gulf of Mexico (Braun-McNeill and Epperly 2002). The study was based on surveying fishermen along the Gulf coast from Louisiana to southern Florida year-round regarding the sighting of sea turtles. The surveys indicated that sea turtle abundance along the Gulf coast was seasonal, with turtles migrating northward in the warmer months and then migrating south in the colder months. This seasonality was in agreement with historical information obtained from turtle fisheries in the Gulf States (Stevenson 1893; Carr and Caldwell 1956). The study also demonstrated that the number of turtle sightings was significantly higher in the Florida Keys than in any other location and that, throughout the study area, most turtles tended to be located within 506 km (314 mi) from the coast (Braun-McNeill and Epperly 2002). An analysis of National Marine Fisheries Service (NMFS) aerial survey data for September, October, and November of 1992, 1993, and 1994 was conducted to determine sea turtle spatial dynamics for the U.S. Gulf of Mexico (McDaniel 1998). The results of the study indicated that sea turtles were observed at much higher rates along the Florida Gulf coast than in the western Gulf, and the highest density of observed sea turtles occurred in the Florida Keys region (0.525 turtles per square kilometer [km2] or 0.203 turtles per square mile [mi2]) (McDaniel et al. 2000). These results are similar to those obtained by Fritts et al. (1983a) discussed above. Various hypotheses were proposed to explain the higher numbers of sea turtles observed in the eastern Gulf as compared to the western Gulf of Mexico; these included the following: more suitable sea turtle habitat in the eastern Gulf of Mexico, the reduction of turtles by the intense shrimp fishery in the western Gulf of Mexico, low oxygen levels off the Louisiana coast, sea turtles being attracted to shrimp vessel bycatch, and more turtles inhabiting nearshore areas compared to areas offshore (McDaniel 1998). In the same study conducted by McDaniel et al. (2000), sea turtle abundance decreased significantly west from Florida toward the north-central Gulf of Mexico and increased 20-fold in south Texas as compared to other areas surveyed in the western Gulf, ranging from no turtles up to 0.10 turtles/km2 (0.04 turtles/mi2) (McDaniel et al. 2000). This is consistent with an earlier week-long aerial survey conducted in the fall of 1979 in the same south Texas area that reported a mean sea turtle density of 0.0196 turtle/km2 (0.0076 turtles/mi2) (Reeves and Leatherwood 1983). Interestingly, a small peak around the Chandeleur Islands in Louisiana was observed (McDaniel et al. 2000); this peak around the Chandeleur Islands is important because Louisiana waters are known foraging grounds for post-nesting Kempâs ridleys (ChaÌvez 1968; Pritchard and MaÌrquez-M. 1973; Ogren 1989). In aerial surveys conducted along the U.S. Gulf Coast from September through November during 1992 through 1996, Kempâs ridleys were sighted primarily in inshore waters and most commonly occurred in the eastern Gulf of Mexico (Epperly et al. 2002). During the same surveys, loggerhead sea turtles were sighted throughout the Gulf but had a very low occurrence in offshore waters of the western Gulf. Green turtles occurred offshore and primarily were"
34,797,0.703,"Habitats and Biota of the Gulf of Mexico: Before the Deepwater Horizon Oil Spill: Volume 2: Fish Resources, Fisheries, Sea Turtles, Avian Resources, Marine Mammals, Diseases and Mortalities","the tortoiseshell markets of Asia, Europe, the Caribbean, and the USA over the past 100 years (NMFS and USFWS 2007e). Japan was historically the major importer of tortoiseshell or bekko from the Caribbean (NMFS and USFWS 1993). They agreed to stop importing bekko in 1993 (USFWS 2012). Although the volume of international trade has declined significantly in the past 20 years, it remains active, especially in Southeast Asia and the Americas (Mortimer 2008). In Southeast Asia, the extensive practice of selling whole, stuffed hawksbills is a relatively new threat (Mortimer 2008). Hawksbills are the most tropical of the sea turtle species and typically nest at low densities throughout their range (NMFS and USFWS 1993, 2007e). In the past, hawksbill sea turtles were considered to be naturally rare and to have a more dispersed nesting pattern than the other sea turtle species (Groombridge and Luxmoore 1989). However, the dispersed pattern currently observed is now believed to be the result of overexploitation of previously large colonies (Meylan and Donnelly 1999). Hawksbill sea turtles are often associated with coral reefs (Meylan 1988; Meylan and Redlow 2006). There are many gaps in the understanding of hawksbill sea turtle biology, and the oceanic phase of the post-hatchlings remains one of the most poorly understood aspects of hawksbill life history (NMFS and USFWS 2007e). Because of an almost total lack of long-term trend data at hawksbill foraging sites, nesting beach data are the primary information source used to evaluate trends in hawksbill populations. Few data are available on the at-sea mortality of hawksbills in fisheries (NMFS and USFWS 2007e)."
34,866,0.682,"Habitats and Biota of the Gulf of Mexico: Before the Deepwater Horizon Oil Spill: Volume 2: Fish Resources, Fisheries, Sea Turtles, Avian Resources, Marine Mammals, Diseases and Mortalities","et al. 2009; Kot et al. 2010; Bolten et al. 2011; Finkbeiner et al. 2011; Ponwith 2011). Despite the data gaps and limitations associated with specific datasets, the current conditions of the five species of sea turtles that occur in the Gulf of Mexico have been described qualitatively, and sometimes quantitatively. Kempâs Ridley Sea Turtles. In the Gulf of Mexico, the Kempâs ridley sea turtle has made a remarkable recovery from the brink of extinction (Heppell et al. 2007; Crowder and Heppell 2011), although the current nesting populations remain far below historical levels. The increased abundance and nesting of Kempâs ridleys in the Gulf of Mexico in recent years is most likely a result of many activities that affect all Kempâs ridley life stagesâconservation and education efforts in both Mexico and the United States, the Kempâs Ridley Recovery Program, the Kempâs Ridley Head Start Experiment, the elimination of direct harvest of eggs and adult turtles, nest and hatchling protection, TED use, shrimp fishery closures, and the reduced Gulf of Mexico shrimp trawling effort in both the United States and Mexico (Shaver and Wibbels 2007; NMFS et al. 2011; Crowder and Heppell 2011). Despite the partial success story, there are threats to Kempâs ridleys in the Gulf that could cause significant impacts to the population and affect its continued recovery, particularly the incidental bycatch. The future of Kempâs ridleys is optimistically bright, and nesting numbers at Rancho Nuevo and PAIS continue to increase; however, because of their mass nesting at a single site in the western Gulf and their restricted Gulf of Mexico distribution, a significant event or the synergistic effects of multiple threats in the Gulf could have catastrophic effects on the recovering Kempâs ridley population. Loggerhead Sea Turtles. The life history, distribution, and abundance of the loggerhead sea turtle is probably better understood than all other sea turtle species that inhabit the Gulf of Mexico (Bolten and Witherington 2003; USFWS and NMFS 2011). While the loggerhead is distributed globally, the goal of this chapter was to describe contemporary conditions of Gulf sea turtles; information for populations that occur in the Gulf of Mexico during some portion of their life cycle was the focus. These populations included the Peninsular Florida, northern Gulf of Mexico, Dry Tortugas, and Greater Caribbean subpopulations of the Northwest Atlantic Ocean DPS (USFWS and NMFS 2011). The annual nest counts from 2001 through 2009 on Florida Gulf coast and Atlantic beaches showed a decreasing trend, but in 2010 and 2011, loggerhead nest counts on surveyed Florida beaches were back to numbers similar to those recorded in 2000, indicating that the population of nesting females may have stabilized. Given the lack of a long historical record, it is not known whether these types of fluctuations are common or if the recent temporary decrease observed was caused by an acute factor. A recent analysis of annual loggerhead nest counts for the northern Gulf of Mexico subpopulation indicated a significant declining trend; however, a longer time series of nesting data is needed for an adequate evaluation (NMFS and USFWS 2008). More years of data are also needed in order to detect a trend in loggerhead nest counts for the Dry Tortugas subpopulation. Nesting for the Greater Caribbean subpopulation appears to be stable; however, a trend analysis is challenging because standardized surveys are few, survey efforts have changed, and low-level nesting occurs in many locations (NMFS and USFWS 2008). High cumulative anthropogenic threat levels were estimated for oceanic and neritic juveniles and adults of the Northwest Atlantic Ocean DPS during the most recent loggerhead status review (Conant et al. 2009; Bolten et al. 2011). The loggerhead mortalities associated with these high threat levels resulted primarily from fisheries bycatch. Significant loggerhead mortality occurred in longline fisheries, bottom and mid-water trawl fisheries, dredge fisheries, gillnet fisheries, and pot/trap fisheries that occur not only in U.S. waters (Conant et al. 2009; Bolten et al. 2011; Ponwith 2011), but also in the Azores, the Mediterranean, on the Grand Banks, in Canadian waters, and in other locations throughout the range of the northwest Atlantic Ocean"
34,786,0.655,"Habitats and Biota of the Gulf of Mexico: Before the Deepwater Horizon Oil Spill: Volume 2: Fish Resources, Fisheries, Sea Turtles, Avian Resources, Marine Mammals, Diseases and Mortalities","2006). Low numbers of leatherback nesting also occur along the southeast Atlantic coast of the United States, from central Florida through North Carolina (Figure 11.35). In the Gulf of Mexico, leatherback sea turtles nest at low levels along the Florida, Alabama, and Mexican coasts (Figure 11.35). Leatherback nesting was reported as early as 1962 on a beach near Destin along the Florida Gulf coast (Yerger 1965). As indicated by reports from local residents, leatherbacks may have nested on Texas beaches in the 1920s and 1930s (Hildebrand 1963). One leatherback nest was recorded at PAIS in 2008 (NPS 2013d). Leatherback sea turtles that forage in and travel through the Gulf of Mexico originate from many different nesting beaches. For example, leatherbacks that were tagged while nesting on the Florida east coast and St. Croix were later recaptured along the Mexican Gulf coast (Eckert et al. 2012). In addition, leatherbacks that nest on Gulf of Mexico beaches migrate to and forage in waters outside the Gulf, and many satellite tracking studies have shown that leatherback sea turtles that nest in the western Atlantic migrate to Western Europe and West Africa (Eckert et al. 2012). Therefore, using data from nesting beaches of leatherbacks known to occur in the Gulf of Mexico to evaluate the population of leatherback sea turtles that use the Gulf is extremely challenging. However, to determine trends in leatherback nesting in the general western Atlantic Ocean area, data from two important nesting beaches in the area with longterm monitoring were evaluated: the Florida east coast and Tortuguero, Costa Rica. In addition, recent investigations have suggested that the Gulf of Mexico may be a significant year-round foraging ground for leatherbacks that nest along the Caribbean coast of Costa Rica, as well as Panama (Evans et al. 2007; Fossette et al. 2010)."
34,890,0.654,"Habitats and Biota of the Gulf of Mexico: Before the Deepwater Horizon Oil Spill: Volume 2: Fish Resources, Fisheries, Sea Turtles, Avian Resources, Marine Mammals, Diseases and Mortalities","Lyn H, Coleman A, Broadway M, Klaus J, Finerty S, Shannon D, Solangi M (2012) Displacement and site fidelity of rehabilitated immature Kempâs ridley sea turtles (Lepidochelys kempii). MTN 135:10â13 Mager AM Jr (1985) Five-year status reviews of sea turtles listed under the endangered species act of 1973. National Marine Fisheries Service, St. Petersburg, FL, USA. 90 p Magnuson JJ, Bjorndal KA, DuPaul WD, Graham GL, Owens DW, Pritchard PCH, Richardson JI, Saul GE, West CW (1990) Decline of the sea turtles, causes and prevention. National Academy Press, Washington, DC, USA. 260 p Mannix P (2012) A leatherback turtle covering her eggs, Turtle Beach, Tobago stock photo. Flickr.com. http://www.flickr.com/photos/paulmannix/2633233033/. Accessed 20 November Manzella SA, Williams JA, Caillouet CW Jr (1990) Radio and sonic tracking of juvenile sea turtles in inshore waters of Louisiana and Texas. Proceedings, 10th Annual Workshop on Sea Turtle Biology and Conservation, Hilton Head Island, SC, USA, February, pp 115â120 MaÌrquez-M R (1972) Resultados prelimiares sobre edad y crecimiento de la tortuga lora, Lepidochelys kempii (Garman). Memorias IV Congreso Nacional de Oceanografia, Mexico, pp 419â427 MaÌrquez-M R (1990) FAO species catalogue: An annotated and illustrated catalogue of sea turtles known to date. FAO Fisheries Synopsis No. 125, Volume 11. Food and Agriculture Organization of the United Nations, Rome, Italy. 81 p MaÌrquez-M R (2004) Las tortugas marinas del Golfo de Mexico: abundancia, distribucion y protecci on. In: Caso M, Pisanty I, Ezcurra E (eds) Diagnostico ambiental del Golfo de Mexico. Instituto Nacional de EcologÄ±Ìa (INE-SEMARNAT), Mexico City, DF, Mexico, pp 173â198 MaÌrquez-M R, Villanueva OA, SaÌnchez PM (1982) The population of the Kempâs ridley sea turtle in the Gulf of MexicoâLepidochelys kempii. In: Bjorndal KA (ed) Biology and conservation of sea turtles. Smithsonian Institution Press, Washington, DC, USA, pp 159â164 MaÌrquez-M R, Carrasco-A M, JimeÌnez-O C, Byles R, Burchfield P, Sanchez-P M, Diaz-F J, Leo-P A (1996) Good news! Rising numbers of Kempâs ridley nest at Rancho Nuevo, Tamaulipas, Mexico. MTN 73:2â5 MaÌrquez-M R, JimeÌnez MC, Carrasco MA, Villanueva NA (1998) Comments concerning the population tendencies of the marine turtle genus Lepidochelys after the year 1990. OceaÌnides 13:41â62 MaÌrquez-M R, DÄ±Ìaz J, SaÌnchez M, Burchfield P, Leo A, Carrasco M, PenÌa J, JimeÌnez C, Bravo R (1999) Results of the Kempâs ridley nesting beach conservation efforts in MeÌxico. MTN 85:2â4 MaÌrquez-M R, DÄ±Ìaz-F J, GuzmaÌn-H V, Bravo-G R, Jimenez-Q M (2004) Marine turtles of the Gulf of Mexico. Abundance, distribution and protection. In: Caso M, Pisanty I, Ezcurra E (eds) Environmental analysis of the Gulf of Mexico. Harte Research Institute for Gulf of Mexico Studies, Corpus Christi, TX, USA, pp 89â107 MaÌrquez-MR (1994) Synopsis of biological data on the Kempâs ridley sea turtle, Lepidochelys kempi (Garman, 1880). NOAA Technical Memorandum NMFS-SEFSC-343. National Marine Fisheries Service, Southeast Fisheries Science Center, Miami, FL, USA. March. 91 p MaÌrquez-MR (1999) Status and distribution of the Kempâs ridley turtle, Lepidochelys kempii, in the wider Caribbean region. Proceedings, The Regional Meeting: Marine Turtle Conservation in the Wider Caribbean Region: A Dialogue for Effective Regional Management, Santo Domingo, Dominican Republic, pp 16â18"
34,827,0.634,"Habitats and Biota of the Gulf of Mexico: Before the Deepwater Horizon Oil Spill: Volume 2: Fish Resources, Fisheries, Sea Turtles, Avian Resources, Marine Mammals, Diseases and Mortalities","Tropical coastlines are rapidly being developed, often leading to the destruction of hawksbill nesting habitat (Mortimer and Donnelly 2008). For example, critical hawksbill habitats are quickly being impacted by the development along the Gulf coast of the YucataÌn Peninsula (GardunÌo-Andrade et al. 1999). Beachfront development and the clearing of dune vegetation significantly affect hawksbill sea turtles because they prefer to nest under vegetation (Mortimer and Donnelly 2008). Global climate change may affect sea turtle nesting beaches in several ways, including sea level rise, higher ambient temperatures, and changes in hurricane/cyclone activity (Hawkes et al. 2009; Witt et al. 2010). Higher water levels associated with sea level rise will gradually and directly decrease the availability of suitable nesting sites (Witt et al. 2010). Increasing temperatures may open up areas that were previously unavailable for nesting (Witt et al. 2010), but recent studies have suggested that up to half of the currently available sea turtle nesting areas could be lost with predicted sea level rise (Fish et al. 2008). Sea turtle nesting is significantly affected by temperature, and incubation temperatures can affect incubation success, duration, and the sex of hatchlings (Mrosovsky and Yntema 1980; Witt et al. 2010; Valverde et al. 2010). Therefore, increasing temperatures have the potential to change current nest incubation regimes, as well as to skew sex ratios (Hawkes et al. 2007a). Changes in the global climate are predicted to increase the frequency and intensity of hurricanes (Webster et al. 2005), which can significantly affect the reproductive success of sea turtles. On Gulf of Mexico beaches, predation of sea turtle eggs and hatchlings can be significant. Known predators of sea turtle eggs and hatchlings include raccoons, ghost crabs, coyotes, foxes, armadillos, domestic dogs and cats, feral pigs, skunks, bobcats, badgers, gulls, fish crows, and larval insects (Witherington et al. 2006a; NMFS et al. 2011). Invasive fire ants are also significant predators of sea turtle eggs and hatchlings on Gulf coast nesting beaches (Witherington et al. 2006a; NMFS et al. 2011). Invasive plant species are known to invade and desiccate eggs, trap hatchlings, interfere with nest construction, and lower nest incubation temperatures because of shading (Conant et al. 2009). For example, the invasive Australian pine has caused shading of beaches, lowered sea turtle nest incubation temperatures, limited accessibility to suitable nest sites, entrapped nesting turtles, interfered with nest construction, and caused sea turtle nesting activity to decline on a remote nesting beach in Everglades National Park along the Florida Gulf coast (Davis and Whiting 1977; Schmeltz and Mezich 1988; Reardon and Mansfield 1997; Hanson et al. 1998). The hurricane season for the Gulf overlaps closely with the sea turtle nesting season (Magnuson et al. 1990). While sea turtles have evolved to deal with erosion, flooding, storm surges, and other disturbances caused by hurricanes and other severe storms by laying large numbers of eggs and distributing their nests spatially and temporally, hurricanes can affect the reproductive success of sea turtles, since they rely on specific beaches for reproduction (Carr and Carr 1972). In addition, the effects of hurricanes vary by species (Pike and Stiner 2007). For example, in the southeastern United States, leatherback turtles nest the earliest, and most hatchlings emerge before the hurricane season starts, while loggerhead turtles nest intermediately, and only nests laid late in the season would be at risk. However, green turtles nest the latest, and their entire nesting season occurs during the hurricane season; therefore, their developing eggs and nests are extremely vulnerable to hurricanes (Pike and Stiner 2007). In 1989, the effects of Hurricane Gilbert were documented on the Kempâs ridley nesting beach in Mexico. When debris was deposited, the beach was eroded, and coral rock was exposed along the central portion of Rancho Nuevo. About 20 % of the Kempâs ridley nesting activity was displaced to the north that year (MaÌrquez-M. 1990). Hurricane Andrew, a Category 4 hurricane that hit south Florida on August 24, 1992, provided an opportunity to quantify the impacts of a major hurricane on six beaches where"
