book_index,paragraph_index,similarity_score,recommended_book,recommended_text
299,17,0.604,Happiness Is The Wrong Metric : a Liberal Communitarian Response To Populism,Defining Down Sovereignty . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 13.1 Sovereignty as a Keystone . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 13.1.1 Sovereignty Was Never Absolute . . . . . . . . . . . . . . . . . . . 13.1.2 Defining Down Sovereignty: The Responsibility to Protect . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 13.1.3 How Far Is âDownâ? . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 13.1.4 No Coercive Regime Change . . . . . . . . . . . . . . . . . . . . . . 13.1.5 The Duty to Prevent Transnational Terrorism . . . . . . . . . . References . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
8,14,0.604,"Melting Hadrons, Boiling Quarks: From Hagedorn Temperature to Ultra-Relativistic Heavy-Ion Collisions at CERN: With a Tribute to Rolf Hagedorn",13 The Path to Heavy Ions at LHC and Beyond . . . . . . . .. . . . . . . . . . . . . . . . . . . . Hans H. Gutbrod 13.1 Work at the Bevalac . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .. . . . . . . . . . . . . . . . . . . . 13.2 . . . and at the SPS . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .. . . . . . . . . . . . . . . . . . . . 13.3 How Heavy Ions Got into LHC and the ALICE Was Born . . . . . . . . 13.4 Future Facilities . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .. . . . . . . . . . . . . . . . . . . . 13.5 Epilogue . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .. . . . . . . . . . . . . . . . . . . .
140,16,0.58,R.J. Rummel : An Assessment of His Many Contributions,"12 The Comparative Analysis of Mass Atrocities and Genocide . . . . . . Barbara Harff 12.1 Deï¬nitional Issues . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 12.2 Data Questions . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 12.3 Discovering Intent . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 12.4 Theoretical Issues . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . References . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 13 Curriculum Vitae and Publications . . . . . . . . . . . . . . . . . . . . . . . . . . Rudolph J. Rummel 13.1 Curriculum Vitae . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 13.2 Publications, Reports, and Papers . . . . . . . . . . . . . . . . . . . . . . . . 13.2.1 Books . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 13.2.2 Articles and Chapters . . . . . . . . . . . . . . . . . . . . . . . . . . 13.2.3 Research Reports of the Dimensionality of Nations Project . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 13.2.4 Papers (Department of Political Science, University of Hawaii) . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 13.2.5 Papers Written for the Website . . . . . . . . . . . . . . . . . . . 13.2.6 Newspaper Articles . . . . . . . . . . . . . . . . . . . . . . . . . . . ."
297,20,0.577,The R Book,Generalized Linear Models 13.1 Error structure 13.2 Linear predictor 13.3 Link function 13.3.1 Canonical link functions 13.4 Proportion data and binomial errors 13.5 Count data and Poisson errors 13.6 Deviance: Measuring the goodness of ï¬t of a GLM 13.7 Quasi-likelihood 13.8 The quasi family of models 13.9 Generalized additive models 13.10 Offsets 13.11 Residuals 13.11.1 Misspeciï¬ed error structure 13.11.2 Misspeciï¬ed link function 13.12 Overdispersion 13.13 Bootstrapping a GLM 13.14 Binomial GLM with ordered categorical variables
280,414,0.572,Diversity and Evolution of Butterfly Wing Patterns : An integrative Approach,"Finally, the Precis clade, the Hypolimnas clade, and the Asian Junonia showed almost no seasonal eyespot size variation for any eyespot with one exception in H. anthedon which had the unusual characteristic of having no eyespots in (Figs. 13.4, 13.5, and 13.6)."
214,19,0.566,Demystifying Climate Models : a Users Guide To Earth System Models (Volume 2.0),13.6 The Future of Climate Modeling . . . . . . . . . . . . . . . . . . . . . . 13.6.1 Increasing Resolution . . . . . . . . . . . . . . . . . . . . . . . . 13.6.2 New and Improved Processes. . . . . . . . . . . . . . . . . . . 13.6.3 Challenges. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 13.7 Final Thoughts. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
283,591,0.539,"Error-Correction Coding and Decoding : Bounds, Codes, Decoders, Analysis and Applications","Primes â3 Modulo 8 Prime 13 ! 4"" and T = 01! 12 We have P = 43 10 0 ,"" P, ! T â"" PSL!2 (13),"" and the permutations of 0 1 , 0 1 and 0 1 , respectively. In addition, order 3, 7 and 13 are generated by 12 12 3 12 11 PSL2 (13) = 22 Â· 3 Â· 7 Â· 13Â· = 1092"
326,430,0.503,"Autonomes Fahren : Technische, Rechtliche Und Gesellschaftliche Aspekte","Inhaltsverzeichnis 13.1 Einleitung . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 266 13.2 Autobahnautomat und Vollautomat mit VerfÃ¼gbarkeitsfahrer . . . . . . . . . . . . . . . . . . 268 13.2.1 Auswirkungen auf das Karosseriekonzept . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 269 13.2.2 Auswirkungen auf das Antriebskonzept . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 269 13.2.3 Auswirkungen auf das Fahrwerkskonzept . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 270 13.2.4 Auswirkungen auf den Innenraum und die Mensch-Maschine-Interaktion . . . . . . 271 13.3 Autonomes Valet-Parken . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 272 13.4 Vehicle-on-Demand . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 272 13.4.1 Auswirkungen auf das Karosseriekonzept . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 273 13.4.2 Auswirkungen auf das Antriebskonzept . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 274 13.4.3 Auswirkungen auf das Fahrwerk . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 275 13.4.4 Auswirkungen auf den Innenraum und die Mensch-Maschine-Schnittstelle . . . . . 279 13.5 Use-Case-Gesamtbetrachtung . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 280 13.6 FahrzeugÃ¼bergreifende Ãnderungen . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 281 13.7 Folgekonzepte . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 282 13.8 Zusammenfassung und Ausblick . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 283 Literatur . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 284 H. Winner ( ) Technische UniversitÃ¤t Darmstadt, Fachgebiet Fahrzeugtechnik â FZD, Deutschland winner@fzd.tu-darmstadt.de W. Wachenfeld Technische UniversitÃ¤t Darmstadt, Fachgebiet Fahrzeugtechnik â FZD, Deutschland wachenfeld@fzd.tu-darmstadt.de"
354,517,0.497,Diseases of The Abdomen and Pelvis 2018-2021 : Diagnostic Imaging - Idkd Book,13 Emergency Radiology of the Abdomen and Pelvis: Imaging of the Non-traumatic and Traumatic Acute Abdomen Table 13.1 American Association for the Surgery of Trauma (AAST) Splenic Injury Scale Injury grade and Hematoma Laceration Hematoma Laceration Hematoma
297,38,0.496,The R Book,"29.13.6 Boxes around plots, bty 29.13.7 Size of plotting symbols using the character expansion function, cex 29.13.8 Changing the shape of the plotting region, plt 29.13.9 Locating multiple graphs in non-standard layouts using fig 29.13.10 Two graphs with a common x scale but different y scales using fig 29.13.11 The layout function 29.13.12 Creating and controlling multiple screens on a single device 29.13.13 Orientation of numbers on the tick marks, las 29.13.14 Shapes for the ends and joins of lines, lend and ljoin 29.13.15 Line types, lty 29.13.16 Line widths, lwd 29.13.17 Several graphs on the same page, mfrow and mfcol 29.13.18 Margins around the plotting area, mar 29.13.19 Plotting more than one graph on the same axes, new 29.13.20 Two graphs on the same plot with different scales for their y axes 29.13.21 Outer margins, oma 29.13.22 Packing graphs closer together 29.13.23 Square plotting region, pty 29.13.24 Character rotation, srt 29.13.25 Rotating the axis labels 29.13.26 Tick marks on the axes 29.13.27 Axis styles 29.14 Trellis graphics 29.14.1 Panel box-and-whisker plots 29.14.2 Panel scatterplots 29.14.3 Panel barplots 29.14.4 Panels for conditioning plots 29.14.5 Panel histograms 29.14.6 Effect sizes 29.14.7 More panel functions"
