file,avg_similarity,coverage,confidence,diversity_variance,diversity_dissimilarity
bert_multi_performance_results_70.csv,0.5065999999999999,10.37,0.9740805878081917,0.0006372399999999997,0.4934
bert_multi_performance_results_71.csv,0.611,18.07,0.9667443684350643,0.001065000000000002,0.389
bert_multi_performance_results_72.csv,0.45549999999999996,0.9,0.968026615117663,0.0009818500000000005,0.5445
bert_multi_performance_results_73.csv,0.5711000000000002,1.68,0.9546767019306975,0.002028489999999999,0.42889999999999995
bert_multi_performance_results_74.csv,0.536,2.84,0.9476635687989003,0.002745000000000001,0.4640000000000001
bert_multi_performance_results_75.csv,0.5192,17.09,0.9762173123494424,0.0005341599999999996,0.48080000000000006
bert_multi_performance_results_76.csv,0.43360000000000004,23.35,0.9847499703574407,0.0002158400000000004,0.5664
bert_multi_performance_results_77.csv,0.5608000000000001,16.15,0.9706831545999952,0.0008209599999999987,0.4391999999999999
bert_multi_performance_results_78.csv,0.4319,2.24,0.9646966990903082,0.0012052900000000001,0.5681
bert_multi_performance_results_79.csv,0.5079,0.23,0.8964139090867613,0.012017889999999996,0.49210000000000004
