file,avg_similarity,coverage,confidence,diversity_variance,diversity_dissimilarity
bow_multi_performance_results_70.csv,0.21680000000000002,1.97,0.9859122223978121,0.0001837599999999999,0.7832000000000001
bow_multi_performance_results_71.csv,0.2379,3.0,0.9883849003183959,0.00012428999999999994,0.7621
bow_multi_performance_results_72.csv,0.2352,0.21,0.9556018080372207,0.0019427599999999995,0.7648
bow_multi_performance_results_73.csv,0.2283,0.22,0.9673356471254438,0.00102621,0.7717
bow_multi_performance_results_74.csv,0.28490000000000004,2.1,0.9761407295963478,0.00053769,0.7151000000000001
bow_multi_performance_results_75.csv,0.1605,1.79,0.9927312605470832,4.824999999999999e-05,0.8394999999999999
bow_multi_performance_results_76.csv,0.2068,1.59,0.9856799105467149,0.00018996000000000003,0.7931999999999999
bow_multi_performance_results_77.csv,0.24939999999999998,1.9,0.9884149595828201,0.00012364000000000022,0.7505999999999999
bow_multi_performance_results_78.csv,0.23359999999999997,0.18,0.9577845019441852,0.0017484399999999998,0.7664
bow_multi_performance_results_79.csv,0.416,0.01,,0.0,0.5840000000000001
