timestamp,memory_usage
1746044755.812426,1201.7734375
1746044756.814397,1201.7734375
1746044757.8159091,1201.7734375
1746044758.8174,1201.7734375
1746044759.8183613,1201.7734375
1746044760.8198755,1201.7734375
1746044761.821371,1201.7734375
1746044762.8227892,1201.7734375
1746044763.8242798,1201.7734375
1746044764.825784,1201.7734375
1746044765.827279,1201.7734375
1746044766.8287618,1201.7734375
1746044767.830259,1201.7734375
1746044768.8307612,1201.7734375
1746044769.8322616,1201.7734375
1746044770.8337584,1201.7734375
1746044771.835216,1201.7734375
1746044772.8366647,1201.7734375
1746044773.838117,1201.7734375
1746044774.8387792,1201.7734375
1746044775.8402822,1201.7734375
1746044776.8417656,1201.7734375
1746044777.8427608,1201.7734375
1746044778.8442411,1201.7734375
1746044779.845736,1201.7734375
1746044780.8472173,1201.7734375
1746044781.848692,1201.7734375
1746044782.8501258,1201.7734375
1746044783.8507369,1201.7734375
1746044784.8521967,1201.7734375
1746044785.8536468,1201.7734375
1746044786.8547966,1201.7734375
1746044787.8562663,1201.7734375
1746044788.8577738,1201.7734375
1746044789.8587732,1201.7734375
1746044790.860248,1201.7734375
1746044791.8616948,1201.7734375
1746044792.8627667,1201.7734375
1746044793.8642073,1201.7734375
1746044794.865646,1201.7734375
1746044795.8667438,1201.7734375
1746044796.8682237,1201.7734375
1746044797.8696876,1201.7734375
1746044798.870778,1201.7734375
1746044799.8723488,1201.7734375
1746044800.873853,1201.7734375
1746044801.8753319,1201.7734375
1746044802.8768656,1201.7734375
1746044803.8783479,1201.7734375
1746044804.8798532,1201.7734375
1746044805.881336,1201.7734375
1746044806.8827596,1201.7734375
1746044807.8842294,1201.7734375
1746044808.885696,1201.7734375
1746044809.887185,1201.7734375
1746044810.888669,1201.7734375
1746044811.890142,1201.7734375
1746044812.8907712,1201.7734375
1746044813.8922386,1201.7734375
1746044814.8937478,1201.7734375
1746044815.8947442,1201.7734375
1746044816.8962312,1201.7734375
1746044817.89771,1201.7734375
1746044818.8987901,1201.7734375
1746044819.900278,1201.7734375
1746044820.9017198,1201.7734375
1746044821.902848,1201.7734375
1746044822.9043353,1201.7734375
1746044823.9057949,1201.7734375
1746044824.907265,1201.7734375
1746044825.9084969,1201.7734375
1746044826.9099894,1201.7734375
1746044827.91076,1201.7734375
1746044828.9122214,1201.7734375
1746044829.9136693,1201.7734375
1746044830.9147763,1201.7734375
1746044831.9162443,1201.7734375
1746044832.9176967,1201.7734375
1746044833.9191713,1201.7734375
1746044834.920676,1201.7734375
1746044835.9221632,1201.7734375
1746044836.9235787,1201.7734375
1746044837.925023,1201.7734375
1746044838.926491,1201.7734375
1746044839.9279625,1201.7734375
1746044840.9291198,1201.7734375
1746044841.9305553,1201.7734375
1746044842.9320378,1201.7734375
1746044843.9334514,1201.7734375
1746044844.9347785,1201.7734375
1746044845.9362183,1201.7734375
1746044846.9376638,1201.7734375
1746044847.9388041,1201.7734375
1746044848.9403207,1201.7734375
1746044849.9418616,1201.7734375
1746044850.9427857,1201.7734375
1746044851.9442863,1201.7734375
1746044852.9457698,1201.7734375
1746044853.9467864,1201.7734375
1746044854.9477828,1201.7734375
1746044855.9493022,1201.77734375
