algorithm,elapsed_time,iterations_done,total_iterations,iterations_per_second,book_index,similarity_score,,book_title,recommended_description
,,,,,9389.0,0.24,,Pictures of You,"A tragic accident: One woman is left dead after she and another woman, both running away from their marriages, collide in the fog on a highway. The survivor, Isabelle, is left to pick up the pieces, not only of her own life but of the lives of the devastated husband and fragile son that the other woman, April, has left behind. Together, they try to solve the mystery of where April was running to, and why. As these three lives intersect, they are left to ask, How well do we really know those we love--and how do we forgive the unforgivable?"
,,,,,7524.0,0.23,,The Subtle Knife,"She had asked: What is he? A friend or an enemy?The alethiometer answered: He is a murderer.When she saw the answer, she relaxed at once.Lyra finds herself in a shimmering, haunted otherworld Ã¢ÂÂ CittÃÂ gazze, where soul-eating Spectres stalk the streets and wingbeats of distant angels sound against the sky.But she is not without allies: twelve-year-old Will Parry, fleeing for his life after taking another's, has also stumbled into this strange new realm.On a perilous journey from world to world, Lyra and Will uncover a deadly secret: an object of extraordinary and devastating power.And with every step, they move closer to an even greater threat Ã¢ÂÂ and the shattering truth of their own destiny."
,,,,,12031.0,0.229,,"So Long, and Thanks for All the Fish","Including everything you wanted to know about the first three books but never thought to ask. ""HE LOST ALL FAITH IN THE STRAIGHTFORWARD OPERATION OF CAUSE AND EFFECT THE DAY HE GOT UP INTENDING TO CATCH UP WITH SOME READING AND ENDED UP ON A PREHISTORIC EARTH WITH A MAN FROM BETELGEUSE AND A SPACESHIP-LOAD OF ALIEN TELEPHONE SANITISERS..."". Left at the end of LIFE, THE UNIVERSE AND EVERYTHING with the address for God's Final Message To His Creation, Arthur Dent let this crucial information slip his mind. He tries everything to jog his memory - meditation, mind-reading, hitting himself about the head with blunt objects. But none of it works. Of course, as everyone knows, the answer lies in making life flash before your eyes...Source: douglasadams.com"
,,,,,9640.0,0.229,,Armor World,"In a twist of fate that rocks the Galactic Empire, James McGill finds himself negotiating the future of a thousand inhabited worlds.  An artificial object made of compressed stardust is barreling toward Earth. Is it an invasion ship? A doomsday weapon? Perhaps itÃ¢ÂÂs the final response of Squanto, the Warlord of Rigel who McGill has repeatedly humiliated. Or could it be from the Mogwa, sent to avenge McGillÃ¢ÂÂs assassination of EarthÃ¢ÂÂs Imperial Governor?  No one knows the truth of its origins, but the object is huge and unstoppable. Whoever hurled this rock at us isnÃ¢ÂÂt answering our calls. Every weapon bounces off, and the people of Earth begin to go mad as they realize their destruction is only hours away.  ARMOR WORLD is the eleventh book of the Undying Mercenaries Series. With over three million copies sold, author B. V. Larson is the king of modern military science fiction."
,,,,,5665.0,0.215,,No Mercy,"Sade and MercyÃ¢ÂÂs journey takes a dark turn in No Mercy A Darker Continuation some nightmares last only minutes. Sometimes those minutes can last a lifetime. Dark lusts and self-loathing become a merciless dance Sade can't escape. Surviving one night of horror leads him to a ledge he's never been, where terror mixes with his sadism and masochism for a whole new monster with No Mercy."
,,,,,12327.0,0.211,,"These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories","A moving, exciting, and heartfelt American saga inspired by the author's own family memoirs, these words belong to Sarah Prine, a woman of spirit and fire who forges a full and remarkable existence in a harsh, unfamiliar frontier. Scrupulously recording her steps down the path Providence has set her upon--from child to determined young adult to loving mother--she shares the turbulent events, both joyous and tragic, that molded her and recalls the enduring love with cavalry officer Captain Jack Elliot that gave her strength and purpose.Rich in authentic everyday details and alive with truly unforgettable characters, These Is My Words brilliantly brings a vanished world to breathtaking life again."
,,,,,36.0,0.211,,The Mosquito Bowl: A Game of Life and Death in World War II,"An extraordinary, untold story of the Second World War in the vein of Unbroken and The Boys in the Boat, from the author of Friday Night Lights and Three Nights in August.When the Japanese attacked Pearl Harbor, college football was at the height of its popularity. As the nation geared up for total war, one branch of the service dominated the aspirations of college football stars: the United States Marine Corps. Which is why, on Christmas Eve of 1944, when the 4th and 29th Marine regiments found themselves in the middle of the Pacific Ocean training for what would be the bloodiest battle of the war - the invasion of Okinawa--their ranks included one of the greatest pools of football talent ever assembled: Former All Americans, captains from Wisconsin and Brown and Notre Dame, and nearly twenty men who were either drafted or would ultimately play in the NFL.When the trash-talking between the 4th and 29th over who had the better football team reached a fever pitch, it was decided: The two regiments would play each other in a football game as close to the real thing as you could get in the dirt and coral of Guadalcanal. The bruising and bloody game that followed became known as ""The Mosquito Bowl.""Within a matter of months, fifteen of the 64 the players in ""The Mosquito Bowl"" would be killed at Okinawa, by far the largest number of American athletes ever to die in a single battle. The Mosquito Bowl is the story of these brave and beautiful young men, those who survived and those who did not. It is the story of the families and the landscape that shaped them. It is a story of a far more innocent time in both college athletics and the life of the country, and of the loss of that innocence.Writing with the style and rigor that won him a Pulitzer Prize and have made several of his books modern classics, Buzz Bissinger takes us from the playing fields of America's campuses where boys played at being Marines, to the final time they were allowed to still be boys on that field of dirt and coral, to the darkest and deadliest days that followed at Okinawa."
,,,,,11720.0,0.203,,The Wire in the Blood,"Across the country, dozens of teenage girls have vanished. Authorities are convinced they're runaways with just the bad luck of the draw to connect them. It's the job of criminal profilers Dr. Tony Hill and Carol Jordan to look for a pattern. They've spent years exploring the psyches of madmen. But sane men kill, too. And when they hide in plain sight, they can be difficult to find...He's handsome and talented, rich and famous - a notorious charmer with the power to seduce ...and the will to destroy. No-one can believe what he's capable of. No-one can imagine what he's already done. And no one can fathom what he's about to do next. Until one of Hill's students is murdered - the first move in a sick and violent game for three players. Now, of all the killers Hill and Jordan have hunted, none has been so ruthless, so terrifyingly clever, and so brilliantly elusive as the killer who's hunting them..."
,,,,,9846.0,0.201,,Gods and Kings,"Though born the second son of King Ahaz, Hezekiah is not protected from his father's perverted attempts to gain the favor of the idol Molech. Terrified and powerless at the foot of Molech's altar, Hezekiah encounters for the first time the one true God of his royal ancestry, Yahweh. But his journey to the Holy One is riddled by influence from an assortment of men: Zechariah, a grandfather of noble standing who has fallen into drunkenness; Uriah, the High Priest whose lust for power forces him to gamble the faith he proclaims; and Shebna, the Egyptian intellectual who guides Hezekiah's instruction. For the two women who love Hezekiah, the meaning of love--and its sacrificial essence--will direct the course of their lives and help shape the young prince's future."
,,,,,6864.0,0.199,,The Art of Racing in the Rain,"Enzo knows he is different from other dogs: a philosopher with a nearly human soul (and an obsession with opposable thumbs), he has educated himself by watching television extensively, and by listening very closely to the words of his master, Denny Swift, an up-and-coming race car driver.Through Denny, Enzo has gained tremendous insight into the human condition, and he sees that life, like racing, isn't simply about going fast. On the eve of his death, Enzo takes stock of his life, recalling all that he and his family have been through.A heart-wrenching but deeply funny and ultimately uplifting story of family, love, loyalty, and hope, The Art of Racing in the Rain is a beautifully crafted and captivating look at the wonders and absurdities of human life ... as only a dog could tell it."
