algorithm,elapsed_time,iterations_done,total_iterations,iterations_per_second,book_index,similarity_score,,book_title,recommended_description
,,,,,27.0,0.298,,Dear Barack: The Extraordinary Partnership of Barack Obama and Angela Merkel,"One of the great political friendships of the modern world, as told through key moments that shaped the twenty-first century Today, we know US President Barack Obama and German Chancellor Angela Merkel as two of the worldÃ¢ÂÂs most influential leaders, together at the center of some of the biggest controversies and most impressive advancements of our time. But while their friendship has been the subject of both scrutiny and admiration, few know the full story. Taking office at the height of the 2008 global recession, Obama was keenly aware of the fractured relationship between the US and Europe. And for her part, Merkel was suspicious of the charismatic newcomer who had captivated her country. Faced with the challenges of globalization, the two often clashed over policy, butÃ¢ÂÂas the first Black president and first female chancellorÃ¢ÂÂthey shared a belief that democracy could uplift the world. United by this conviction, they would forge a complicated but inspiring partnership. Dear Barack is a thoroughly researched document of the parallel trajectories that led to Obama and Merkel meeting on the world stage and the trials, both personal and political, that they confronted in office. At times in the leadersÃ¢ÂÂ own words, the book details such events as MerkelÃ¢ÂÂs historic acceptance of the Presidential Medal of Freedom, RussiaÃ¢ÂÂs annexation of Crimea, and the 2013 NSA spying scandal, demonstrating the highs and lows of this extraordinary alliance. A story of camaraderie at a global scale, Dear Barack shows that it is possible for political adversaries to establish bonds of respectÃ¢ÂÂand even friendshipÃ¢ÂÂin the service of the free world."
,,,,,304.0,0.263,,Never Too Far,"He had held a secret that destroyed her world. Everything she had known was no longer true. Blaire couldnÃ¢ÂÂt stop loving him but she knew she could never forgive him. Now, she was back home and learning to live again. Moving on with lifeÃ¢ÂÂ¦ until something happened to send her world spinning once again. What do you do when the one person you can never trust again is the one that you need to trust so desperately? You lie, hide, avoid, and pray that your sins never find you out. 62,776 word count"
,,,,,7129.0,0.245,,The Vampire Lestat,"Lestat. The vampire hero of Anne Rice's enthralling new novel is a creature of the darkest and richest imagination. Once an aristocrat in the heady days of pre-revolutionary France, now a rock star in the demonic, shimmering 1980s, he rushes through the centuries in search of others like him, seeking answers to the mystery of his eternal, terrifying existence. His is a mesmerizing story --- passionate, complex, and thrilling."
,,,,,12452.0,0.233,,The Word for World Is Forest,"Centuries in the future, Terrans have established a logging colony & military base named ""New Tahiti"" on a tree-covered planet whose small, green-furred, big-eyed inhabitants have a culture centered on lucid dreaming. Terran greed spirals around native innocence & wisdom, overturning the ancient society. Humans have learned interstellar travel from the Hainish (the origin-planet of all humanoid races, including Athsheans). Various planets have been expanding independently, but during the novel it's learned that the League of All Worlds has been formed. News arrives via an ansible, a new discovery. Previously they had been cut off, 27 light years from home.The story occurs after The Dispossessed, where both the ansible & the League of Worlds are unrealised. Also well before Planet of Exile, where human settlers have learned to coexist. The 24th century has been suggested. Terran colonists take over the planet locals call Athshe, meaning ""forest,"" rather than ""dirt,"" like their home planet Terra. They follow the 19th century model of colonization: felling trees, planting farms, digging mines & enslaving indigenous peoples. The natives are unequipped to comprehend this. They're a subsistence race who rely on the forests & have no cultural precedent for tyranny, slavery or war. The invaders take their land without resistance until one fatal act sets rebellion in motion & changes the people of both worlds forever."
,,,,,9261.0,0.227,,Fierce Kingdom,"The zoo is nearly empty as Joan and her four-year-old son soak up the last few moments of playtime. They are happy, and the day has been close to perfect. But what Joan sees as she hustles her son toward the exit gate minutes before closing time sends her sprinting back into the zoo, her child in her arms. And for the next three hoursÃ¢ÂÂthe entire scope of the novelÃ¢ÂÂshe keeps on running. JoanÃ¢ÂÂs intimate knowledge of her son and of the zoo itselfÃ¢ÂÂthe hidden pathways and under-renovation exhibits, the best spots on the carousel and overstocked snack machinesÃ¢ÂÂis all that keeps them a step ahead of danger.A masterful thrill ride and an exploration of motherhood itselfÃ¢ÂÂfrom its tender moments of grace to its savage powerÃ¢ÂÂFierce Kingdom asks where the boundary is between our animal instinct to survive and our human duty to protect one another. For whom should a mother risk her life?"
,,,,,9449.0,0.223,,To the Rescue: The Biography of Thomas S. Monson,"To the Rescue is the much-anticipated official biography of President Thomas S. Monson. Beginning with President Monson's family heritage and his early years in Salt Lake City, it included his vocational preparation and his career in the world of journalism. More important, this inspiring book recounts his lifetime of Church service. Called as a bishop at the age of twenty-two, as a mission president at thirty-one, and as a member of the Quorum of the Twelve at age thirty-six, he has traveled the globe to minister to the Saints for more than fifty years. This book shares many of his personal experience, from his visits behind the Iron Curtain to his contributions on the Scriptures Publication Committee and in the missionary and welfare areas; it also provides up-to-the-minute information about his work as Church President.Filled with wonderful photographs and little-known accounts, this biography is a portrait of a leader who ministers both to the one and to the many, and who is completely dedicated to doing whatever the Lord prompts him to do."
,,,,,9846.0,0.21,,Gods and Kings,"Though born the second son of King Ahaz, Hezekiah is not protected from his father's perverted attempts to gain the favor of the idol Molech. Terrified and powerless at the foot of Molech's altar, Hezekiah encounters for the first time the one true God of his royal ancestry, Yahweh. But his journey to the Holy One is riddled by influence from an assortment of men: Zechariah, a grandfather of noble standing who has fallen into drunkenness; Uriah, the High Priest whose lust for power forces him to gamble the faith he proclaims; and Shebna, the Egyptian intellectual who guides Hezekiah's instruction. For the two women who love Hezekiah, the meaning of love--and its sacrificial essence--will direct the course of their lives and help shape the young prince's future."
,,,,,8161.0,0.2,,Page,"As the only female page in history to last beyond the first year of formal training to become a knight, 11-year-old Keladry of Mindelan has an uphill battle to fight. In addition to proving herself worthy of being a page, Kel spends her time defending first-year pages from bullies, staying on top of homework, conquering her paralyzing fear of heights, and keeping up with Lord Wyldon's grueling physical training schedule. Kel's detractors do everything in their power to thwart her progress, from tormenting her friends to sabotaging the Midwinter Festivities to kidnapping her maid and dog on the day of final examinations. The tide of resistance begins to turn slightly during the summer between Kel's second and third years, when she leads a team of pages in defensive maneuvers against renegade bandits--coincidentally on the same day that she gets her first period."
,,,,,6906.0,0.199,,"God Is the Cure, Love Is the Answer: A Memoir","God is the Cure, Love is the Answer is the story of Aimee Cabo's growth in spirituality and perseverance to find true love and form a family that could withstand anything. Between 1989 and 1994, her life was called ""The Case from Hell"" in the Miami media and was a tragic story of sexual and physical abuse that pitted Aimee and her sister against their parents, who denied all culpability. Throughout her life, Aimee has defied all odds to rise above legal challenges, custody battles, poverty, sexual abuse, and addiction. God is the Cure, Love is the Answer is Aimee's testimony that sainthood and sanctity may be achieved by always turning to God, love, constant prayer, and devotion."
,,,,,7016.0,0.185,,Hairspray and Lighter,All Detective Eckerly wanted to do that day was place a bet on a horse. He didn't expect Darlene Johnson to walk into his office with her chocolate box. And certainly didn't expect what followed. . Book One of the Detectives That Don't Fit Series.
,,,,,6937.0,0.185,,The English Patient,"With ravishing beauty and unsettling intelligence, Michael Ondaatje's Booker Prize-winning novel traces the intersection of four damaged lives in an Italian villa at the end of World War II. Hana, the exhausted nurse; the maimed thief, Caravaggio; the wary sapper, Kip: each is haunted by the riddle of the English patient, the nameless, burned man who lies in an upstairs room and whose memories of passion, betrayal,and rescue illuminates this book like flashes of heat lightening."
