book_index,similarity_score,title,author,rating,no_of_ratings,no_of_reviews,genres
10633.0,0.9589999914169312,Marjorie Morningstar,Herman Wouk,3.98,8533.0,817.0,"Fiction, Classics, Historical Fiction, Romance, Coming Of Age, Jewish, New York"
12728.0,0.9580000042915344,The Society of the Spectacle,Guy Debord,4.03,19522.0,936.0,"Philosophy, Nonfiction, Politics, Theory, Sociology, Art, France"
11065.0,0.9580000042915344,The Most Dangerous Game,Richard Connell,3.94,51656.0,2189.0,"Classics, Short Stories, Fiction, Horror, School, Thriller, Adventure"
10067.0,0.9580000042915344,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Judith Viorst,4.24,182776.0,3085.0,"Picture Books, Childrens, Fiction, Classics, Realistic Fiction, Humor, Kids"
829.0,0.9580000042915344,"Rosie Revere, Engineer",Andrea Beaty,4.46,12016.0,1330.0,"Picture Books, Childrens, Science, Feminism, Storytime, Growth Mindset, Poetry"
11726.0,0.9570000171661376,City of Bones,Michael Connelly,4.12,53507.0,2221.0,"Mystery, Fiction, Crime, Thriller, Detective, Mystery Thriller, Audiobook"
9218.0,0.9559999704360962,Perennials,Julie Cantrell,3.88,3960.0,569.0,"Fiction, Audiobook, Contemporary, Southern, Christian Fiction, Chick Lit, Womens Fiction"
2093.0,0.9549999833106996,Veil of Night,Linda Howard,3.8,10441.0,690.0,"Romance, Romantic Suspense, Suspense, Mystery, Contemporary, Contemporary Romance, Fiction"
11837.0,0.9549999833106996,Charleston,John Jakes,3.93,3725.0,195.0,"Historical Fiction, Fiction, Civil War, Historical, Adult, Novels, American History"
585.0,0.9549999833106996,Lysistrata,Aristophanes,3.85,41671.0,1424.0,"Plays, Classics, Drama, Fiction, Theatre, Humor, Feminism"
11365.0,0.9539999961853028,Non Friction,Morgan Parker,3.91,230.0,98.0,"Romance, Contemporary Romance, Contemporary, Humor, Divorce, Comedy"
12260.0,0.9539999961853028,Because of Winn-Dixie,Kate DiCamillo,4.08,247310.0,10798.0,"Fiction, Childrens, Middle Grade, Realistic Fiction, Young Adult, Classics, Animals"
7161.0,0.953000009059906,Night Road,Kristin Hannah,4.22,167870.0,13495.0,"Fiction, Romance, Chick Lit, Contemporary, Audiobook, Drama, Adult"
10146.0,0.953000009059906,Liar,Justine Larbalestier,3.28,8767.0,1667.0,"Young Adult, Fantasy, Fiction, Mystery, Paranormal, Contemporary, Teen"
398.0,0.953000009059906,True Grit,Charles Portis,4.16,54675.0,6702.0,"Fiction, Westerns, Historical Fiction, Classics, Adventure, Historical, Audiobook"
413.0,0.953000009059906,Think Fast or Die,Simon W. Clark,4.14,113.0,29.0,"Thriller, Spy Thriller, Fiction, Terrorism, War, Espionage, Mystery"
10400.0,0.953000009059906,The Bonfire of the Vanities,Tom Wolfe,3.89,78859.0,3417.0,"Fiction, Classics, Literature, Novels, Contemporary, New York, Literary Fiction"
701.0,0.9520000219345092,Blue Mars,Kim Stanley Robinson,3.95,30203.0,1066.0,"Science Fiction, Fiction, Hugo Awards, Science Fiction Fantasy, Space, Speculative Fiction, Novels"
11943.0,0.9520000219345092,The Last Precinct,Patricia Cornwell,3.88,37445.0,756.0,"Mystery, Fiction, Crime, Thriller, Mystery Thriller, Suspense, Murder Mystery"
12019.0,0.9520000219345092,Speaking from Among the Bones,Alan Bradley,4.16,37344.0,3871.0,"Mystery, Fiction, Historical Fiction, Audiobook, Young Adult, Historical, Crime"
4977.0,0.9520000219345092,Taken at Dusk,C.C. Hunter,4.28,49586.0,1648.0,"Fantasy, Young Adult, Paranormal, Vampires, Romance, Werewolves, Supernatural"
2464.0,0.9509999752044678,The Talisman,Stephen King,4.12,124743.0,4608.0,"Horror, Fantasy, Fiction, Thriller, Adventure, Mystery, Supernatural"
13073.0,0.9509999752044678,The Ladies' Paradise,ÃÂmile Zola,3.99,16291.0,1175.0,"Classics, Fiction, France, French Literature, Historical Fiction, 19th Century, Romance"
10873.0,0.9509999752044678,Trueman Bradley - The Next Great Detective,Alexei Maxim Russell,4.4,30.0,4.0,Mystery
1517.0,0.9509999752044678,A Novel Idea,Eddie       Jones,3.87,102.0,15.0,"Writing, Nonfiction"
12591.0,0.9509999752044678,The Big Leap: Conquer Your Hidden Fear and Take Life to the Next Level,Gay Hendricks,3.99,15609.0,1171.0,"Self Help, Nonfiction, Business, Personal Development, Psychology, Leadership, Audiobook"
9366.0,0.9509999752044678,Big Lake,Nick Russell,3.95,2844.0,152.0,"Mystery, Fiction, Thriller, Mystery Thriller, Suspense, Crime, Amazon"
13111.0,0.9509999752044678,"The Art of Non-Conformity: Set Your Own Rules, Live the Life You Want, and Change the World",Chris Guillebeau,3.81,10854.0,689.0,"Nonfiction, Self Help, Business, Personal Development, Psychology, Travel, Philosophy"
214.0,0.949999988079071,My Grandmother's Hands: Racialized Trauma and the Mending of Our Bodies and Hearts,Resmaa Menakem,4.41,8163.0,994.0,"Nonfiction, Race, Psychology, Social Justice, Anti Racist, Self Help, Mental Health"
9444.0,0.949999988079071,Kurt Vonnegut's Cat's Cradle,Harold Bloom,4.36,29620.0,207.0,"Fiction, Science Fiction, Classics, Literature, Novels, Contemporary, Humor"
11063.0,0.949999988079071,Worth Dying For,Lee Child,4.22,90413.0,3934.0,"Thriller, Fiction, Mystery, Crime, Action, Suspense, Mystery Thriller"
11211.0,0.949999988079071,The Adventure of the Christmas Pudding,Agatha Christie,3.81,22524.0,1567.0,"Mystery, Christmas, Crime, Fiction, Short Stories, Classics, Detective"
485.0,0.949999988079071,The Interesting Narrative of the Life of Olaudah Equiano,Olaudah Equiano,3.74,12728.0,602.0,"History, Nonfiction, Classics, Biography, Memoir, Africa, Autobiography"
8428.0,0.949999988079071,The Night Strangers,Chris Bohjalian,3.18,17406.0,3095.0,"Horror, Fiction, Mystery, Thriller, Paranormal, Suspense, Ghosts"
11735.0,0.949999988079071,Lincoln's Dreams,Connie Willis,3.51,4225.0,391.0,"Science Fiction, Fiction, Fantasy, Historical Fiction, Science Fiction Fantasy, Historical, Time Travel"
12425.0,0.949999988079071,The Fall of the House of Usher and Other Tales,Edgar Allan Poe,4.17,72337.0,584.0,"Classics, Horror, Fiction, Short Stories, Gothic, Literature, Mystery"
294.0,0.9490000009536744,Linger,Maggie Stiefvater,3.88,166940.0,10016.0,"Young Adult, Fantasy, Romance, Paranormal, Werewolves, Fiction, Paranormal Romance"
1221.0,0.9490000009536744,Strategies of Prophet Muhammad,Omar KhayyÃÂ¡m,4.36,139.0,5.0,"Islam, Religion, Spirituality, Leadership"
11611.0,0.9490000009536744,Knowing People: The Personal Use of Social Psychology,Michael J. Lovaglia,4.19,16.0,0.0,"Psychology, Nonfiction"
11351.0,0.9490000009536744,The Dreaming Void,Peter F. Hamilton,4.18,27354.0,1011.0,"Science Fiction, Space Opera, Fiction, Fantasy, Audiobook, Science Fiction Fantasy, Space"
7641.0,0.9490000009536744,Confessions,Kanae Minato,4.04,33490.0,6616.0,"Thriller, Mystery, Fiction, Mystery Thriller, Horror, Japan, Japanese Literature"
761.0,0.9490000009536744,Jude the Obscure,Thomas Hardy,3.83,69982.0,4004.0,"Classics, Fiction, Literature, 19th Century, Victorian, Novels, British Literature"
11936.0,0.9490000009536744,Letter to His Father,Franz Kafka,3.97,28874.0,2787.0,"Classics, Nonfiction, Biography, German Literature, Literature, Memoir, 20th Century"
11704.0,0.9490000009536744,All But My Life,Gerda Weissmann Klein,4.31,20414.0,1265.0,"Nonfiction, Holocaust, Memoir, History, World War II, Biography, War"
11151.0,0.9490000009536744,This Star Won't Go Out: The Life and Words of Esther Grace Earl,Esther Earl,4.15,16025.0,2075.0,"Nonfiction, Memoir, Biography, Biography Memoir, Autobiography, Teen, Contemporary"
1233.0,0.9480000138282776,Control Switch On: The Untold Story Of The Most Powerful Man In The World-Ryan Moran-Who Shaped The Planet For Peace,Ira Teller,4.34,100.0,3.0,Nonfiction
2342.0,0.9480000138282776,"One, Two, Buckle My Shoe",Agatha Christie,3.77,34627.0,2188.0,"Mystery, Fiction, Crime, Classics, Detective, Mystery Thriller, Audiobook"
5282.0,0.9480000138282776,Stuff & Things and What Boredom Brings,Rue Volley,4.14,167.0,52.0,"Paranormal, Witches, Young Adult"
12401.0,0.9480000138282776,The Alchemy Fire Murder: a Mary Wandwalker Mystery,Susan  Rowland,4.36,765.0,13.0,"Mystery, Mystery Thriller"
8328.0,0.9480000138282776,The Mary Shelley Club,Goldy Moldavsky,3.92,10489.0,2144.0,"Horror, Young Adult, Thriller, Mystery, Mystery Thriller, Fiction, Contemporary"
10202.0,0.9480000138282776,The Line Between: A Novel,Tosca Lee,4.06,4973.0,1048.0,"Thriller, Fiction, Mystery, Dystopia, Mystery Thriller, Suspense, Science Fiction"
13090.0,0.9480000138282776,Thomasina,Paul Gallico,4.12,1153.0,122.0,"Fiction, Cats, Animals, Fantasy, Classics, Childrens, Young Adult"
