book_index,paragraph_index,similarity_score,recommended_book,recommended_text
49,84,0.95,Artificial Intelligence and Cognitive Science IV,"In the stereoscopic camera experiment together 45 frequent episodes were found on layer 0 (19 of length 2 - not used, 12 of length 3, 8 of length 4 and 6 of length 5). Appearance of the centroids was very similar as in the single camera experiment. This is probably due to the fact that the information in the crops from cameras 1 and 2 do not significantly differ in most cases. Together 23 frequent episodes were found on layer 1 (20 of length 1 (cluster index) and 3 of length 2). Based on this the output vector had 23 elements. Overall the behavior was very similar to the single camera experiment. Therefore the operator searched for the same objects as in the single camera experiment so that comparison would be possible. ""Unidentified"" included 35% of the images of the training set and 45% of the images of the testing set. The experimental"
394,455,0.934,Biotechnologies for Plant Mutation Breeding : Protocols,"Fig. 16.3 Example data of validation of DH production in Tef primers were designed to amplify a 1400-bp region of the Tef genome. Screening for loss of heterozygosity was first performed with putative doubled haploid plants (panel a). Lanes 1 and 2 are parents. Lane 3 represents a synthetic F1 hybrid created by mixing equal amounts of genomic DNA from each parent. Two cleavage products are produced indicating heterozygosity in the F1 (marked by arrows). Lanes 4â14 represent putative DH plants. Experiments were then performed to determine the parental origin of the allele in putative DH plants. Panel b shows mixtures of samples with parent 1 (lane 1 of panel a). The first lane of panel b is the positive control. Lanes 2â12 are putative DH plants mixed with parent 1. This shows that two plants (lanes 7 and 12) inherited the allele from parent 2, while all others inherited the allele from parent 1. The reciprocal experiment was done by mixing samples with parent 2 (not shown)"
390,244,0.933,The Hidden Language of Computer Hardware and SW,"The first 5 bits of the value 05D0h can be ignored; the next 5 bits are prefaced with 110, and the least significant 6 bits are prefaced with 10 to form the UTF-8 bytes D7h and 90h. Regardless of how unlikely the image might be, the Cat Face with Tears of Joy emoji is represented by Unicode U+1F639, which means that UTF-8 represents it as a sequence of 4 bytes. This diagram shows how those 4 bytes are assembled from the 21 bits of the original code:"
311,157,0.933,The Physics of the B Factories,"â 12 forward RPCs were replaced between Run 1 and Run 2. â The remaining forward RPCs were replaced between Runs 2 and 3. Brass was installed in the forward IFR to increase the total absorber thickness. â The ï¬rst two Limited Streamer Tube (LST) sextants were installed between Runs 4 and 5 and the last four between Runs 5 and 6. Another important area of detector-related work was background mitigation and system upgrades, to cope with the instantaneous luminosity increase over the years â PEP-II exceeded its design luminosity goal by a factor four. These issues were addressed in various ways: â Addition of shielding in various places around the detector (inside the PEP-II tunnel entrance on the backward side, in front of the IFR end-cap, etc.). â Replacement of the Detector of Internally Reï¬ected Cherenkov light (DIRC) and Drift Chamber (DCH)"
102,404,0.933,Saving For Development : How Latin America and The Caribbean Can Save More and Better,Source: Penn World Tables and authorsâ calculations. Note: Numbers reported are averages across 22 episodes of saving rate surges. TFP and real GDP per capita are normalized to be 1 in the first year of the episode. The horizontal axis represents the years since each episode started. Panel a plots averages across 10 episodes in which TFP increased less than 10 percent within a decade. Panel b plots the remaining 12 episodes in which TFP increased by more than that. TFP = total factor productivity.
372,317,0.933,Interferometry and Synthesis in Radio Astronomy : Third Edition (Edition 3),"Also, there will be atmospheric phase variations, which are discussed in Chap. 13. These effects set the final limit on the attainable accuracy in observing both calibrators and sources under investigation. Measurement of baseline parameters to an accuracy of order 1 part in 107 (e.g., 3 mm in 30 km) implies timing accuracy of order 10!7 !e!1 ' 1 ms. Timekeeping is discussed in Sects. 9.5.8 and 12.3.3."
102,446,0.932,Saving For Development : How Latin America and The Caribbean Can Save More and Better,Source: Authorsâ calculations based on World Bank (2014b). Note: variable denotes the percentage of transfer recipients older than 15 years who received government transfers into an account at a financial institution or card in the past 12 months. See endnote 3 of chapter 2 for the list of countries in each country group.
107,336,0.932,"Symbiotic interaction : 5Th international Workshop, Symbiotic 2016, Padua, Italy, September 29â30, 2016, Revised Selected Papers",Figure 3 shows the averaged distribution of the probabilities of the considered frequencies averaged over all participants after the last recording in phase 2 of the wizard. The recorded data were analyzed with the Minimum Energy Combination algorithm to find the frequencies with highest probabilities.
105,367,0.931,"Computer and information Sciences : 31St international Symposium, Iscis 2016, KrakÃ³w, Poland, October 27â28, 2016, Proceedings (Volume 659.0)","The part bâs (right column) of Figs. 1, 2, 3 and 4 show the percentage of the energy difference consumed on average by each application over 10 runs each, both from the PC user perspective and the total (PC+cloud) perspective."
232,221,0.93,Resilience: A New Paradigm of Nuclear Safety: From Accident Mitigation to Resilient Society Facing Extreme Situations,"Tables 2 and 3 show the time-lined changes of top 10 characterized keywords of Asahi-shimbun and Kahoku-Shinpo from ï¬rst to fourth week. In this tables, Jaccard index of time-tag (week 1, week 2, etc.) and keywords was used. From the Table 2 of Asahi-shimbun, we can ï¬nd that keywords related to earthquake and tsunami were particular in the ï¬rst week. However, this situation changed after the second"
145,278,0.93,"Evolution, Monitoring and Predicting Models of Rockburst : Precursor Information for Rock Failure","14 h 00 and 18 h 00 on September 11st, 2009 and then rapidly declined. This chapter deï¬ned the predicting point of rock failure as from 22 h 00 until 24 h 00 on September 11st, 2009. When MS events entered a relatively quiet period accompanied by a CAV surge from 0 h 00 until 4 h 00 on September 13rd, 2009, this point was interpreted as a key predicting point. At 0 h 00 on September 14th, 2009, roadway collapse accidents occurred in mine road 2, slice 6, sublevel 1369, level 1331 m (argillaceous limestone, approximately 100 t), and the activity rate of MS events and CAV of seismic source simultaneously increased sharply, as shown in Fig. 9.5. Rock failure was located with MS monitoring system in Fig. 9.6, and occurred in ï¬eld in Fig. 9.7. The results showed that stress entered the predicting point of rockburst with the sharp increase in the activity of MS events and CAV. With increasing stress, the beginning of quiet period of MS events was the predicting key point of rockburst. After the quiet period, MS events were active and CAV increased sharply, rockburst occurred. It should be noted that the relationship between rockmass failure and a decrease in MS event activity rate or increase in the CAV was an unnecessary but sufï¬cient condition. The decreased AE events might be the stage of original crack compaction, so rockburst might not occur after predicting. Therefore, not all decreased"
49,80,0.929,Artificial Intelligence and Cognitive Science IV,"It is difficult to evaluate the results of unsupervised learning. In this case the emphasis is on consistency of results on the training and on the testing set. This means that when operator assigns a name to certain outputs these outputs will become active for the same objects in the training and in the testing set. In the single camera experiment together 40 frequent episodes were found on layer 0 (11 of length 2 - not used, 7 of length 3, 12 of length 4 and 10 of length 5). The sequences may be visualized as e.g. the sequence of appropriately post-processed cluster centroids. In the ideal case the centroids would represent different elementary shapes. Without Gabor filtering the centroids in our case were relatively uniform patches of various luminance meaning the changes in luminance are more important rather than changes of texture. That also means that changes in exposure would influence the behavior of the system negatively. Appropriate data preprocessing is needed to achieve robustness. Together 24 frequent episodes were found on layer 1 (20 of length 1 (cluster index), 3 of length 2 and 1 of length 3). Based on this the output vector had 24 elements. Variation of information on the output of layer 1 was lower which confirmed the expectation based on the memory-prediction theory. The sequence written by layer 1 on which the temporal data mining was performed"
