algorithm,elapsed_time,iterations_done,total_iterations,iterations_per_second,book_index,similarity_score,,book_title,recommended_description
,,,,,176.0,0.26,,The Bible: Enter Here: Bringing God's Word to Life for Today's Teens,"""KNOCK AND IT WILL BE OPENED FOR YOU."" --MATTHEW 7:7The Bible has the answers to life's most important questions. But for many teens, and even many adults, God's message can be lost in the Bible's often confusing terminology, dry language, or lengthy history lessons. Who begat who-and why should I care? The Bible: Enter Here opens the door to God's Word by breathing new life into key Bible stories, retelling them in a fresh, fun, and relatable way. You'll discover that the Bible is packed with drama, suspense, and even humor. You'll see that the Bible's main characters were real people, with the same flaws, fears, and dreams you have. And most important, you'll learn how Jesus' teachings are vital to your life today.Here are a few of the characters you'll meet:- JACOB: The guy who wrestled God-and got a nation named after him- PHARAOH: Ten plagues, and still didn't learn his lesson- DELILAH: Irresistible ... and dangerous- SHADRACH, MESHACH, and ABEDNEGO: The ultimate trial by fire- VIRGIN MARY: On parenting the Son of God- PETER: His agony and triumph, in his own wordsLearn how one man's life, death, and resurrection changed the world forever, and what that could mean for you-if you're ready to knock on the door and enter."
,,,,,10814.0,0.25,,A Love Story How God Pursued Me and Found Me: An Impossibly True Story,"Those who grow up with the knowledge of God's love know that He is there to guide them in their life. Even in bad times, they know that God will help them see things through and come out better when the trials have ended. But what about those who have not been raised with God in their lives? Samantha Ryan Chandler knows about living without God. Or at least she thought. In A Love Story: How God Pursued Me and Found Me, she tells her story of love, hatred, abuse, forgiveness, betrayal, greed, enlightenment, and fear. Born to a pagan mother and a former altar boy living in a land of denial, she recounts how God was involved in her life even before she knew who He was. She shares the story of her trip to the Holy Land and how her prayers at the Wailing Wall were interrupted because of a hamburger. Yes, despite her tribulations, her life has had its funny moments as well.You'll find inspiration in A Love Story: How God Pursued Me and Found Me-and like Chandler, you, too, may find themselves pursued by God."
,,,,,9844.0,0.243,,The Pursuit of God: The Human Thirst for the Divine,"Ã¢ÂÂAs the hart panteth after the water brooks, so panteth my soul after thee, O God.Ã¢ÂÂ This thirst for an intimate relationship with God, claims A.W. Tozer, is not for a select few, but should be the experience of every follower of Christ.  Here is a masterly study of the inner life by a heart thirsting after God. Here is a book for every child of God, pastor, missionary, and Christian. It deals with the deep things of God and the riches of His grace.  In The Pursuit of God, Tozer sheds light on the path to a closer walk with God."
,,,,,12948.0,0.221,,Running with God: A discipleship guide to grow in faith and experience the power and love of God,"Is something missing in your spiritual life? Do you ever feel like youÃ¢ÂÂre spiritually driving around with the parking brake on? If your answer is yes to these questions and youÃ¢ÂÂve been a follower of Jesus Christ for a number of years, then this book is for you. But be cautioned, for as you go through this book you will experience God challenging you to a deeper faith and gently putting His finger on those areas of your life that need some loving attention. You cannot read and apply the teaching of this book and not be challenged. Running with God is designed to strengthen you in your faith experience and take you to the next level in your spiritual maturity. It will provide you with:Ã¢ÂÂ¢ knowledge of how to experience and encounter God in real and wondrous waysÃ¢ÂÂ¢ a training program to help you become more disciplined and mature in your relationship with GodÃ¢ÂÂ¢ testimonies of individuals who have experienced God moving in their livesÃ¢ÂÂ¢ practical and biblical insight to help you overcome the hindrances that are holding you back from growing spirituallyÃ¢ÂÂ¢ confidence in knowing God and the ability to understand His will in everyday situations"
,,,,,6036.0,0.214,,Temporary Power Outages,"When we think of the word ""temporary,"" we think of momentary, just for a season, not lasting forever, or just for a little while. God allows situations, things and people in our lives, to have a temporary status because He knows what's best for us. No one wants to hurt physically or emotionally for a long period of time. God was gracious enough to provide us with the term, ""temporary."" He said, Weeping may endure for a night, but joy comes in the morning."" ""Temporary Power Outages,"" shows how people of God still have trials, tribulations, and obstacles in our life, but glory to God, we can be overcomers. So many people feel that being a Christian means your troubles are over. Some people even feel that they are unworthy of God's love and His blessings. Meanwhile, there are others who feel that since they are saved, they have everything in the bag. The author of this book struggled with her identity early in childhood and continued to struggle throughout part of her adult life. Only God knew how she felt about life and how disappointing it was at times. The author shares her many encounters with God throughout her life and how He kept her from Satan's snares. She wants the world to know that it really is not about us, but about God and the sacrifice He made by giving His only Son for our sins."
,,,,,1420.0,0.21,,Who I Am In Christ: 59 Truths To Build Your Identity in Christ,Discover your identity in Christ through some Biblical verses. Knowing your identity is critical and an important element for your growth in Christ. Confess whom God says you are on a daily basis and see your life being transformed by the living Word of the Almighty God.
,,,,,1956.0,0.203,,The Pleasures of God: Meditations on God's Delight in Being God,"THE SOURCE OF TRUE SATISFACTION.IsnÃ¢ÂÂt it trueÃ¢ÂÂwe really donÃ¢ÂÂt know someone until we understand what makes that person happy?ÃÂ  And so it is with God!What does bring delight to the happiest Being in the universe?ÃÂ  John Piper writes, that itÃ¢ÂÂs only when we know what makes God glad that weÃ¢ÂÂll know the greatness of His glory.ÃÂ  Therefore, we must comprehend Ã¢ÂÂthe pleasures of God.Ã¢ÂÂUnlike so much of what is written today, this is not a book about us. It is about the One we were made forÃ¢ÂÂGod Himself. In this theological masterpieceÃ¢ÂÂchosen by World Magazine as one of the 20th CenturyÃ¢ÂÂs top 100 books, John Piper reveals the biblical evidence to help us see and savor what the pleasures of God show us about Him.ÃÂ  Then we will be able to drink deeplyÃ¢ÂÂand satisfyinglyÃ¢ÂÂfrom the only well that offers living water.What followers of Jesus need now, more than anything else, is to know and loveÃ¢ÂÂbehold and embraceÃ¢ÂÂthe great, glorious, sovereign, happy God of the Bible.ÃÂ Ã¢ÂÂThis is a unique and precious book that everybody should read more than once.Ã¢ÂÂJ.I. PACKERRegent College, Vancouver, British ColumbiaÃÂ Includes a study guide for individual and small-group use."
,,,,,7511.0,0.201,,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,"Librarian's note: See alternate cover edition of ISBN 0785263705 here.""I never liked jazz music because jazz music doesn't resolve. I used to not like God because God didn't resolve. But that was before any of this happened."" Ã¢ÂÂDonald MillerIn Donald Miller's early years, he was vaguely familiar with a distant God. But when he came to know Jesus Christ, he pursued the Christian life with great zeal. Within a few years he had a successful ministry that ultimately left him feeling empty, burned out, and, once again, far away from God. In this intimate, soul-searching account, Miller describes his remarkable journey back to a culturally relevant, infinitely loving God.For anyone wondering if the Christian faith is still relevant in a postmodern culture.For anyone thirsting for a genuine encounter with a God who is real.For anyone yearning for a renewed sense of passion inÃÂ  life.Blue Like Jazz is a fresh and original perspective on life, love, and redemption."
,,,,,9800.0,0.188,,The Case for Faith: A Journalist Investigates the Toughest Objections to Christianity,"Was God telling the truth when he said, ""You will seek me and find me when you seek me with all your heart""? In his #1 bestseller The Case for Christ, Lee Strobel examined the claims of Christ, reaching the hard-won verdict that Jesus is God's unique son. In The Case for Faith, Strobel turns his skills to the most persistent emotional objections to belief---the eight ""heart barriers"" to faith. This Gold Medallion-winning book is for those who may be feeling attracted to Jesus but who are faced with difficult questions standing squarely in their path. For Christians, it will deepen their convictions and give them fresh confidence in discussing Christianity with even their most skeptical friends. ""Everyone --seekers, doubters, fervent believers-- benefits when Lee Strobel hits the road in search of answers, as he does again in The Case for Faith. In the course of his probing interviews, some of the toughest intellectual obstacles to faith fall away."" --Luis Palau ""Lee Strobel has given believers and skeptics alike a gift in this book. He does not avoid seeking the most difficult questions imaginable, and refuses to provide simplistic answers that do more harm than good."" --Jerry Sittser, professor of religion, Whitworth College, and author of A Grace Disguised and The Will of God as a Way of Life"
,,,,,9457.0,0.187,,Understanding Bible Prophecy for Yourself,"Tim LaHaye's bestselling book (more than 110,000 copies sold) has been redesigned to make its content even more accessible to readers and updated to include timely information relevant to biblical prophecy and current events.This easy-to-follow guide offers the tools believers need to accurately interpret biblical prophecy. Includes: solid guidelines for accurately interpreting Bible prophecycharts that present a clear outline of the futurestep-by-step examples of how to interpret Bible passages on the rapture, second coming, and millennial kingdomexercises that help readers understand key Bible propheciesa comprehensive overview of God's plan for the futureThis resource leads readers to a deeper understanding of how to navigate the exciting and challenging days to come as they also discover the strength and peace of God's sovereignty."
