algorithm,elapsed_time,iterations_done,total_iterations,iterations_per_second,book_index,similarity_score,,book_title,recommended_description
,,,,,11375.0,0.14,,Born Again,"In 1974 Charles W. Colson pleaded guilty to Watergate-related offenses and, after a tumultuous investigation, served seven months in prison. In his search for meaning and purpose in the face of the Watergate scandal, Colson penned Born Again. This unforgettable memoir shows a man who, seeking fulfillment in success and power, found it, paradoxically, in national disgrace and prison. In the decades since its initial publication, Born Again has brought hope and encouragement to millions. This remarkable story of new life continues to influence lives around the world through a dozen foreign editions."
,,,,,1411.0,0.138,,Sexual Secrets Please your man for 60 minutes & more,"How can you master the human body to bring your significant other pleasure? The answer isnÃ¢ÂÂt as hard as youÃ¢ÂÂd think. The human body is a temple that must be loved and respected. Lovemaking is an art that must be worked on and practiced. Thankfully, you can give your partner the best pleasure EVER, and this guide is your access to just that. Let us guide you through different traditions and spiritual outlooks on life that will create a stronger bond with your partner, awakening a sexual drive youÃ¢ÂÂve never known you or your partner had. Connecting with your body is one of the greatest things you can learn to do, and knowing how exactly to touch someone can bring the greatest joy and greatest pleasure possible. If youÃ¢ÂÂre ready to find out how to feel pleasure, and give pleasure, like youÃ¢ÂÂve never known, dive into this guide! You wonÃ¢ÂÂt regret it."
,,,,,609.0,0.135,,"Don't Just Fly, SOAR: The Inspiration and tools you need to rise above adversity and create a life by design","Are you struggling to rise above adversity? Looking for the deeper purpose for your life? Don't Just Fly, tells a deeply personal account of an immigrant conqueror. Markey unveils her own fractured heart, coherent to the sound of humanities cries and painted by her own tears. Cultured calligraphy glides from her quill to depict traces of humankind and specifically where real victory dwells. Only you can define the tapestry of your character and the fashion that it spills into our world. This testimony is more than words, it is life changing motivation to live better. It is a witness that you can achieve professional success, change the narrative dished out to you, harness meaningful relationships, ignite your self-worth and find peace in the most intense storms of life. Drenched with palatable experience and insightful gleans Kelly shows that the power to change your life depends on you despite unfavourable circumstances. A book that's ignites you to find your goodness guide. In this book, Kelly draws on her life experience wisdom intended to supply guidance and daily help, with all the pitfalls and possibilities to benefit you towards understanding how Define your purpose and vision for life Understand the lessons & blessings of your past Create authentic & meaningful relationships Thrive in a world that sometimes feels unfair Design the future that inspires youDon't Just Fly, SOAR includes 25 powerful self-help tools for transforming your life and creating a future by design. Each points you toward a better and robust custom of living.This book will guide you to the healing power of empathy and complement the incredible influence of resilience that lurks within you. It will inspire you to shoot for the stars and leave your legacy in the world! _______________________________________________________________________ 'This book is powerful, it will teach you, it will equip you and it will shape you for a healthier walk in life...what an extraordinary journey and experience that turned out an exceptional woman of our era.' - Liz Naidoo. Editor. Woman of Faith Magazine'I believe our personal stories are sources of transformation for others...This book will transform your life and birth a new you. Congratulations on picking it up.' - Dr Samuel Ekundayo"
,,,,,10505.0,0.134,,The Infinite Jeff: A Parable of Change,"Stanley, an out of work tech writer, is deeply unsatisfied with the lack of meaning in his life. Of the three places he feels should provide meaning in his life, religion, work and family, only one gives his life purpose: family. In PART ONE his lack of meaning starts to change. Out of desperation to support his family, he takes a short-term contract job on the other side of the country. He cannot afford to fly so he packs his car for the cross-country journey. The trip gets strange almost immediately when he reluctantly picks up a hitchhiker who transforms Stanley's religious views by answering questions that have kept religion at arm's length."
,,,,,10109.0,0.131,,How Should We Then Live? The Rise and Decline of Western Thought and Culture,"Drawing upon forty years of study in theology, philosophy, history, sociology and the arts, Dr. Schaeffer contemplates the reasons for modern society's sorry state of affairs and argues for total affirmation of the Bible's morals, values, and meaning."
,,,,,9173.0,0.13,,Love's Executioner and Other Tales of Psychotherapy,"The collection of ten absorbing tales by master psychotherapist Irvin D. Yalom uncovers the mysteries, frustrations, pathos, and humor at the heart of the therapeutic encounter.ÃÂ  In recounting his patients' dilemmas, Yalom not only gives us a rare and enthralling glimpse into their personal desires and motivations but also tells us his own story as he struggles to reconcile his all-too human responses with his sensibility as a psychiatrist.ÃÂ  Not since Freud has an author done so much to clarify what goes on between a psychotherapist and a patient."
,,,,,7933.0,0.13,,Hattie,"HATTIE begins with the endÃ¢ÂÂthe end of a womanÃ¢ÂÂs life. In a spare and powerful narrative, this soulful novel takes us on an intimate journey through the meaning of HattieÃ¢ÂÂs life and life in general, delving fearlessly into the complexity of our human relationships, our yearning for the divine, and the ways in which these paths cross throughout our lives. For Hattie, love and loss are so intertwined it is hard to separate the two. By sharing her stories, Hattie reconnects with parts of her lost life and loves and finds the courage to tell the whole truths of her lifeÃ¢ÂÂin death she discovers her voice. HATTIE is a mystical, spiritual, and very human experience.HATTIE is an excellent choice for book clubs and includes a CONVERSATION GUIDE with questions for discussion."
,,,,,12235.0,0.128,,Trainspotting,"The bestselling novel by Irvine Welsh that provided the inspiration for Danny BoyleÃ¢ÂÂs hit film'Choose us. Choose life. Choose mortgage payments; choose washing machines; choose cars; choose sitting oan a couch watching mind-numbing and spirit-crushing game shows, stuffing fuckin junk food intae yir mooth. Choose rotting away, pishing and shiteing yersel in a home, a total fuckin embarrassment tae the selfish, fucked-up brats ye've produced. Choose life."
,,,,,12231.0,0.126,,The Art of Happiness,"Nearly every time you see him, he's laughing, or at least smiling. And he makes everyone else around him feel like smiling. He's the Dalai Lama, the spiritual and temporal leader of Tibet, a Nobel Prize winner, and an increasingly popular speaker and statesman. What's more, he'll tell you that happiness is the purpose of life, and that ""the very motion of our life is towards happiness."" How to get there has always been the question. He's tried to answer it before, but he's never had the help of a psychiatrist to get the message across in a context we can easily understand. Through conversations, stories, and meditations, the Dalai Lama shows us how to defeat day-to-day anxiety, insecurity, anger, and discouragement. Together with Dr. Cutler, he explores many facets of everyday life, including relationships, loss, and the pursuit of wealth, to illustrate how to ride through life's obstacles on a deep and abiding source of inner peace."
,,,,,11988.0,0.126,,The Book of Secrets,"In this comprehensive and practical guide, the secrets of the ancient science of Tantra become available to a contemporary audience for the first time. Confined to small, hidden mystery schools for centuries, and often misunderstood and misinterpreted today. Tantra is not just a collection of techniques to enhance sexual experience. As Osho shows in these pages, it is a complete science of self-realizatoin, based on the cumulative wisdom of centuries of exploration into the meaning of life and consciousness. Tantra-the very word means ""technique""-is a set of powerful, transformative tools that can be used to bring new meaning andjoy to every aspect of our daily lives."
,,,,,11965.0,0.126,,Life Lessons: Everything You Ever Wished You Had Learned in Kindergarten,"There is a SECRET TO THE WAY LIFE WORKS...Are you ready to hear it?Life Lessons is a practical and inspiring guide to help you understand why things happen the way they do in life. You are NEVER being punished. You are NEVER a victim of your life. If it is happening in your life, it is because it is there to teach you something. And the sooner you can get that lesson, the sooner you can move on with your life.In clear and easy language, Donnalynn Civello, CHHC, AADP, Certified Intuitive Life Coach and Holistic Nutritionist helps you to understand the nature of life and the many life lessons that we encounter on a daily basis.Lessons that can explain:* Why did I lose that job?* Why did I lose that relationship?* Why does it seem like i have to go through difficult periods?* Why do other people seem to get ahead and i struggle?* Why does it seem so difficult to find happiness?* How do I know if i am living my purpose?* How can I recognize true love?Everything happens for a reason and when you can start to understand that there are some basic life lessons in place Ã¢ÂÂ you can better understand how to deal with lifeÃ¢ÂÂs ups and downs more successfully and be able to turn them around to your advantage effortlessly.We will explore:Ã¢ÂÂ How to play the game of lifeÃ¢ÂÂ How to be who you areÃ¢ÂÂ Self-love, self-worth, self esteemÃ¢ÂÂ RelationshipsÃ¢ÂÂ Difficult transitions, letting go, changeÃ¢ÂÂ Life lessons and patternsÃ¢ÂÂ Overcoming obstaclesÃ¢ÂÂ Painful emotionsÃ¢ÂÂ Money and abundance issuesLife would be so much easier if we had learned some of these simple life lessons in Kindergarten. But with ""Life Lessons: Everything You Ever Wished You Had Learned in Kindergarten,"" now you will have them. Time to live YOUR BEST LIFE!"
,,,,,2489.0,0.124,,Mann Chalay Ka Sauda / ÃÂÃÂ ÃÂÃÂÃÂ ÃÂ©ÃÂ§ ÃÂ³ÃÂÃÂ¯ÃÂ§,"An unforgettable spiritual journey! Undoubtedly, one of Ashfaq Ahmed's greatest works of literature. This drama will move you, inspire you, and probably even change your life."
,,,,,9186.0,0.124,,The Myth of Sisyphus and Other Essays,"One of the most influential works of this century, this is a crucial exposition of existentialist thought. Influenced by works such as Don Juan, and the novels of Kafka, these essays begin with a meditation on suicide: the question of living or not living in an absurd universe devoid of order or meaning. With lyric eloquence, Camus posits a way out of despair, reaffirming the value of personal existence, and the possibility of life lived with dignity and authenticity."
,,,,,11204.0,0.123,,Ã Â¤Â®Ã Â¥ÂÃ Â¤Â¤Ã Â¥ÂÃ Â¤Â¯Ã Â¥ÂÃ Â¤ÂÃ Â¤ÂÃ Â¤Â¯,"The search for the meaning of Being is man's eternal quest and the subject of his greatest creations. Shivaji Sawant's Mrityunjaya is an outstanding instance of such a literary masterpiece in which a contemporary Marathi novelist investigates the meaning of the bewildering skein that is life through the personae of the Mahabharata protagonists. For over two decades since its first publication the vast non- Marathi and non-Hindi readership remained deprived of this remarkable exploration of the human psyche till the publication of this English translation by the Writers workshop Ã¢ÂÂ a contribution for which there is much to be grateful for. Mrityunjaya is the autobiography of Karna, and yet it is not just that. With deceptive case, Sawant brings into play an exceptional stylistic innovation by combining six ""dramatic soliloquies"" to form the nine books of this novel of epic dimensions. Four books are spoken by Karna. These are interspersed with a book each from the lips of his unwed mother Kunti, Duryodhana (who considers Karna his mainstay), Shon (Shatruntapa, his foster-brother, who here-worships him), his wife Vrishali to whom he is like a god and, last of all, Krishna. Sawant depicts an uncanny similarity between Krishna and Karna and hints at a mystic link between them, investing his protagonist with a more-than-human aura to offset the un-heroic and even unmanly acts which mar this tremendously complex and utterly fascinating creating of Vyasa."
,,,,,12188.0,0.122,,War Is a Force That Gives Us Meaning,"As a veteran war correspondent, Chris Hedges has survived ambushes in Central America, imprisonment in Sudan, and a beating by Saudi military police. He has seen children murdered for sport in Gaza and petty thugs elevated into war heroes in the Balkans. Hedges, who is also a former divinity student, has seen war at its worst and knows too well that to those who pass through it, war can be exhilarating and even addictive: ""It gives us purpose, meaning, a reason for living.""Drawing on his own experience and on the literature of combat from Homer to Michael Herr, Hedges shows how war seduces not just those on the front lines but entire societies, corrupting politics, destroying culture, and perverting the most basic human desires. Mixing hard-nosed realism with profound moral and philosophical insight, War Is a Force That Gives Us Meaning is a work of terrible power and redemptive clarity whose truths have never been more necessary.Listening Length: 6 hours and 27 minutes"
,,,,,5282.0,0.122,,Spiritual Symbols,"Spiritual Symbols with their Meaning, AoL Mindfulness Book #8. To all Mindfulness and Alchemy Explorers who see the beauty in every-day Nature & Universal sacred language of symbols and signs. We will not talk about spiritual symbols worshiped by major religions but about trees, numbers, spirals that we meet daily. Through symbols to mindfulness meditations. Symbols and signs are the languages of the soul. Symbols and signs are the language of dreams. Occultists believe that signs and symbols are given a supernatural power at their creation. Words, signs and symbols, images, colors, light, are all used for eons to convey a spiritual meaning. The Mystics of India In ancient India yogis observed the world as an illusion. Yet, the magic of the spiritual world stayed deeply connected to the sense world. Within the science of yoga, the way we treat our spine influences our health and well-being, the way we treat our thoughts, or the practice of meditation influences our current incarnation. The Mystics of Greece For the philosophers of ancient Babylonia and Greece the sense world was not considered an illusion. In the search for Divine, they turned towards art, towards symbols and signs within myths and legends. In mysterious ways the wisdom of the initiates poured into poets, artists, and thinkers. Manipulating the elements, they turned towards the Lady Science and carried her principles to the point that we are now able to manipulate the sound, the light, the matter and its manifestation. The Mystics of China Chinese created I Ching that within its symbolism reflects the universe in miniature. The book is at the heart of Confucian thought and Taoism, but also a common tool among the fortune tellers that use it as a divination text and a roadside oracle. The Mystics of Kabbalah Kabbalists designed the Tree of Life and the Tarot symbolism followed it. Kabbalah is an esoteric teaching, a science that explores metaphysical principles of the universe. Any material object and action from both the micro and the macro world is controlled by the spiritual forces. Kabbalah attempts to understand these spiritual sources, to know their nature and properties. Mystics Magic and God To a Chinese sage, a Yogi, and a Cabbalist Mystic, the earth is a field of activity that has to be transformed, so that it carries an imprint of human will. The Mystics, the Magi initiates, the guardians of the oracle mysteries acquired deep knowledge of the laws of the spiritual world and their interaction with the sense world. Some of them worked hard all through their lives to decipher the spiritual forces behind the forces of nature and to learn how to control the elements. Just as God is hidden, so are the inner secrets of Her divine message. We read about them, hear them uttered, but we cannot possibly comprehend their meaning unless we have a direct experience of their truth. That is why to be able to talk to our souls we use meditation, we use rituals, symbols and signs, we use dreams and careful observation of soulsÃ¢ÂÂ subconscious messages. The mystics of our past help us in this quest. From Zarathustra who comes from the ancient Persian spiritual culture, to Pythagoras who comes from the Greco-Latin cultural epoch, to Lao Tzu, Buddha and Christ, they all carry the keys to the secrets of the most varied mysteries. In March 2015, Artof4Elements developed and launched the Alchemy of Love Mindfulness Training Series of 9 fiction and non-fiction books with 7 authors focusing on spiritual growth, creativity and mindfulness. A series of many genre's, including poetry, personal development, historical fiction, the world of Alchemy of Love Mindfulness Training explores numerous self development themes. The main theme that books and courses explore is mindfulness, alchemy, and reaching ones highest potential."
,,,,,7554.0,0.122,,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory","Brian Greene, one of the world's leading string theorists, peels away the layers of mystery surrounding string theory to reveal a universe that consists of eleven dimensions, where the fabric of space tears and repairs itself, and all matter, from the smallest quarks to the most gargantuan supernovas, is generated by the vibrations of microscopically tiny loops of energy.Today, physicists and mathematicians throughout the world are feverishly working on one of the most ambitious theories ever proposed: superstring theory. String theory, as it is often called, is the key to the Unified Field Theory that eluded Einstein for more than thirty years. Finally, the century-old antagonism between the large and the small--General Relativity and Quantum Theory--is resolved. String theory proclaims that all of the wondrous happenings in the universe, from the frantic dancing of subatomic quarks to the majestic swirling of heavenly galaxies, are reflections of one grand physical principle and manifestations of one single entity: microscopically tiny vibrating loops of energy, a billionth of a billionth the size of an atom. In this brilliantly articulated and refreshingly clear book, Greene relates the scientific story and the human struggle behind twentieth-century physics' search for a theory of everything.Through the masterful use of metaphor and analogy, The Elegant Universe makes some of the most sophisticated concepts ever contemplated viscerally accessible and thoroughly entertaining, bringing us closer than ever to understanding how the universe works."
,,,,,12377.0,0.121,,A Dog's Purpose,"This is the remarkable story of one endearing dog's search for his purpose over the course of several lives. More than just another charming dog story, this touches on the universal quest for an answer to life's most basic question: Why are we here? Surprised to find himself reborn as a rambunctious golden haired puppy after a tragically short life as a stray mutt, Bailey's search for his new life's meaning leads him into the loving arms of 8 year old Ethan. During their countless adventures Bailey joyously discovers how to be a good dog. But this life as a beloved family pet is not the end of Bailey's journey. Reborn as a puppy yet again, Bailey wonders, will he ever find his purpose? Heartwarming, insightful, and often laugh out loud funny, this book is not only the emotional and hilarious story of a dog's many lives, but also a dog's eye commentary on human relationships and the unbreakable bonds between man and man's best friend. This story teaches us that love never dies, that our true friends are always with us, and that every creature on earth is born with a purpose."
,,,,,156.0,0.12,,Veronika Decides to Die,"In his latest international bestseller, the celebrated author of The Alchemist addresses the fundamental questions asked by millions: What am I doing here today? and Why do I go on living?Twenty-four-year-old Veronika seems to have everything she could wish for: youth and beauty, plenty of attractive boyfriends, a fulfilling job, and a loving family. Yet something is lacking in her life. Inside her is a void so deep that nothing could possibly ever fill it. So, on the morning of November 11, 1997, Veronika decides to die. She takes a handful of sleeping pills expecting never to wake up.Naturally Veronika is stunned when she does wake up at Villete, a local mental hospital, where the staff informs her that she has, in fact, partially succeeded in achieving her goal. While the overdose didn't kill Veronika immediately, the medication has damaged her heart so severely that she has only days to live.The story follows Veronika through the intense week of self-discovery that ensues. To her surprise, Veronika finds herself drawn to the confinement of Villete and its patients, who, each in his or her individual way, reflect the heart of human experience. In the heightened state of life's final moments, Veronika discovers things she has never really allowed herself to feel before: hatred, fear, curiosity, love, and sexual awakening. She finds that every second of her existence is a choice between living and dying, and at the eleventh hour emerges more open to life than ever before.In Veronika Decides to Die, Paulo Coelho takes the reader on a distinctly modern quest to find meaning in a culture overshadowed by angst, soulless routine, and pervasive conformity. Based on events in Coelho's own life, Veronika Decides to Die questions the meaning of madness and celebrates individuals who do not fit into patterns society considers to be normal. Poignant and illuminating, it is a dazzling portrait of a young woman at the crossroads of despair and liberation, and a poetic, exuberant appreciation of each day as a renewed opportunity."
,,,,,11744.0,0.12,,All But My Life,"All But My Life is the unforgettable story of Gerda Weissmann Klein's six-year ordeal as a victim of Nazi cruelty. From her comfortable home in Bielitz (present-day Bielsko) in Poland to her miraculous survival and her liberation by American troopsÃ¢ÂÂincluding the man who was to become her husbandÃ¢ÂÂin Volary, Czechoslovakia, in 1945, Gerda takes the reader on a terrifying journey. Gerda's serene and idyllic childhood is shattered when Nazis march into Poland on September 3, 1939. Although the Weissmanns were permitted to live for a while in the basement of their home, they were eventually separated and sent to German labor camps. Over the next few years Gerda experienced the slow, inexorable stripping away of ""all but her life."" By the end of the war she had lost her parents, brother, home, possessions, and community; even the dear friends she made in the labor camps, with whom she had shared so many hardships, were dead. Despite her horrifying experiences, Klein conveys great strength of spirit and faith in humanity. In the darkness of the camps, Gerda and her young friends manage to create a community of friendship and love. Although stripped of the essence of life, they were able to survive the barbarity of their captors. Gerda's beautifully written story gives an invaluable message to everyone. It introduces them to last century's terrible history of devastation and prejudice, yet offers them hope that the effects of hatred can be overcome."
,,,,,8760.0,0.12,,In My Hands: Compelling Stories from a Surgeon and His Patients Fighting Cancer,"In In My Hands , surgical oncologist Dr. Steven Curley shares the empowering lessons he's learned over 25 years from his cancer patients' unique stories of struggle, perseverance, and triumph.As Chief of Surgical Oncology at Baylor College of Medicine, Dr. Steven Curley has worked with cancer patients for over two decades. While his life's work has been to help his patients live longer lives, he found that they helped him in ways he never could have expected. In My Hands is a rare, often emotional look at some of Dr. Curley's real patients and real situations in modern cancer care. These stories of resilience, hope, and determination changed and inspired Dr. Curley, and he uses these same stories to encourage patients dealing with the fear and uncertainty coupled with a diagnosis of cancer. Every story in the book has a theme inspired by his Hope, Courage, Strength, Determination, Wonder, Cooperation, Creativity, Diligence, Service, Perseverance, Wisdom, Grace, Consideration, Gratitude, Discernment, Reverence, Resourcefulness, Faith, Beauty, Acceptance, and Empathy. Some are positive messages, reminding us of the importance of maintaining balance between family, work, and leisure activities. Others are examples of the remarkable resilience of the human spirit when facing the reality of and the surgical risks that accompany a cancer diagnosis. Realistically, despite remarkable advances in multidisciplinary cancer care, some remind us cancer is still a potentially lethal and destructive disease affecting patients and the family and friends supporting them. While many people are told that there is no hope in their situation, Dr. Curley's patients taught him to always provide hope, to push the envelope and give people a chance, and that hope is a critical component of treatment and care. In My Hands is medical narrative at its finest, and provides insight into medicine and patient care along with fascinating details about one of our most feared diseases."
,,,,,1089.0,0.118,,Are We Muslims?,"An important work by Sheikh Muhammad Qutb about the true meaning of being a Muslim, questioning whether the life we are living today as a nation of Muslims is truly the Islamic life taught by the Qur'an and Sunnah."
,,,,,9183.0,0.116,,"Words to Ponder About Life, Love and Men","When Karen Michelle Miller was a teenager, her mother and brother died suddenly and tragically. Unable to cope with the loss, she turned to alcohol and drugs and headed on a downward spiral for many years. She has since recovered and lives a life filled with purpose and happiness. She is committed to spreading the message of hope to women who are suffering. In ""Words to Ponder About Life, Love and Men,"" she conveys via verse poetry the lessons she has learned on her journey from utter despair to contentment and happiness."
,,,,,8486.0,0.116,,"Firsthand Lessons, Secondhand Dogs","Have you ever felt like it is too late to start over? Told through a story of how an unwanted dog became a life-changing mentor, Firsthand Lessons, Secondhand Dogs is a book about getting a second chance at enjoying a first-rate existence. The story begins with the unlikely adoption of a secondhand dog, Bruno, and is paralleled to the life of his adoptive father, author Scott Carbonara. As Scott s life changes, through work promotions and challenges, Bruno subtly yet strongly demonstrates how to have fun, focus, forgive, and finally, pay it forward all lessons that serve us whether in business or life. As Scott illustrates through the poignant and often humorous story and accompanying lessons and exercises, as long as you strive to keep learning and teaching others, your work continues. This book provides an opportunity to laugh, learn, and love your life again, all while finding concrete ways to pay it forward."
,,,,,6.0,0.115,,The Book Thief,"Librarian's note: An alternate cover edition can be found hereIt is 1939. Nazi Germany. The country is holding its breath. Death has never been busier, and will be busier still.By her brother's graveside, Liesel's life is changed when she picks up a single object, partially hidden in the snow. It is The Gravedigger's Handbook, left behind there by accident, and it is her first act of book thievery. So begins a love affair with books and words, as Liesel, with the help of her accordian-playing foster father, learns to read. Soon she is stealing books from Nazi book-burnings, the mayor's wife's library, wherever there are books to be found.But these are dangerous times. When Liesel's foster family hides a Jew in their basement, Liesel's world is both opened up, and closed down.In superbly crafted writing that burns with intensity, award-winning author Markus Zusak has given us one of the most enduring stories of our time.(Note: this title was not published as YA fiction)"
,,,,,7244.0,0.115,,Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West,"A New York Times bestseller, the shocking story of one of the few people born in a North Korean political prison to have escaped and survived.North Korea is isolated and hungry, bankrupt and belligerent. It is also armed with nuclear weapons. Between 150,000 and 200,000 people are being held in its political prison camps, which have existed twice as long as Stalin's Soviet gulags and twelve times as long as the Nazi concentration camps. Very few born and raised in these camps have escaped. But Shin Donghyuk did.In Escape from Camp 14, acclaimed journalist Blaine Harden tells the story of Shin Dong-hyuk and through the lens of Shin's life unlocks the secrets of the world's most repressive totalitarian state. Shin knew nothing of civilized existence-he saw his mother as a competitor for food, guards raised him to be a snitch, and he witnessed the execution of his own family. Through Harden's harrowing narrative of Shin's life and remarkable escape, he offers an unequaled inside account of one of the world's darkest nations and a riveting tale of endurance, courage, and survival."
,,,,,9117.0,0.113,,A History of Light,"A memoir, of a first love set in Costa Rica of the 1930's"
