book_index,paragraph_index,similarity_score,recommended_book,recommended_text
53,168,0.995,"Healthcare, Frugal innovation, and Professional Voluntarism : a Cost-Benefit Analysis","initial risk assessment visit that was conducted prior to project commencement: The judgement about whether identiï¬ed risks are âacceptableâ or not in a particular context requires the relative balancing of risk âseverityâ with risk âlikelihood.â On that basis risks associated with road trafï¬c accidents or terrorism are graded as severe, although their likelihood may be low and mitigated by effective behaviour management. This process stimulated and informed the development of SVP volunteer management systems largely reï¬ected in an evolving induction process and associated induction pack.3 Over the past ï¬ve years, the SVP has encountered most of the risks identiï¬ed above. At the more alarming and less âlikelyâ end of the spectrum, there have been outbreaks of terrorism and civil disobedience (typically quite isolated and around election periods or involving tribal disputes). Road trafï¬c accidents remain one of the greatest risks to volunteers in all low-resource settings (Gedde et al. 2011: 186). Bhatta et al. (2009) conï¬rm the importance of road trafï¬c accidents as a major cause of volunteer morbidity and mortality. In a survey of VSO volunteers, diarrhoea was the most prevalent heath risk reported (by 79.9%) with highest levels found amongst short stays and younger volunteers. This is followed by skin and dental problems and 17.5% reported some form of road trafï¬c injury. The authors are clear to point out that the response rate to their survey was small (36%) and that this response rate may be skewed in favour of those who had experienced problems (and had something interesting to report). The situation is exacerbated in the Ugandan context by the use of âboda bodasâ (motorcycle taxis) and a study of Peace Corps volunteers in Africa found that 60% of road accidents were related to motorcycle use (Bernard et al. 1989). These risks to individuals also present a risk to the NHS potentially affecting the subsequent safe return of work-ï¬t employees. Exposure to infectious disease presents more direct potential impacts on return and these are risks that the wider public may become aware of and sensitised to.4 Since the commencement of the SVP, Uganda has experienced at least three localised outbreaks of Ebola and Marburg haemorrhagic fever. We have also witnessed several instances of needlestick injury. Both of these were responded to immediately triggering expert advice and a constant iteration of the induction pack. Whilst NHS employers may be interested in the well-being of employees on placement, they are also anxious about the liabilities associated with that and the impact that any local incidents may have on volunteerâs ï¬tness"
241,854,0.994,Second Assessment of Climate Change for the Baltic Sea Basin,"Concentrations of many pollutants over the Baltic Sea region have changed signiï¬cantly over the past century, mainly due to changes in emissions, either within Europe or globally. However, systematic measurements (with a few exceptions) did not really begin until the 1970s and later. Many of the sulphur- and nitrogen-related pollutants have their greatest environmental impact after they are deposited, while concentrations of aerosol species in particular are of concern due to their health impacts (Sect. 15.6). Ozone is a toxic gas affecting human health and vegetation."
151,272,0.994,Ecological Risk Assessment for Chlorpyrifos in Terrestrial and Aquatic Systems in North America (Volume 231.0),"more relevant to the field. Results for cosms thus provided another line of evidence for characterization of the risks of CPY under conditions that are more representative of conditions in the field. Risks to aquatic organisms from measured exposures were assessed by comparing the 95th centile concentrations to the HC5s for the SSDs. These data may not fully capture peak exposures but suggested that there were de minimis risks for all aquatic organisms from exposures measured after use patterns were changed in 2001. The analyses also showed that risks had decreased from those prior to 2001, which leads to the conclusion that the changes made in 2001 and 2005 to the labeled use patterns, and possibly other changes in general pesticide stewardship, mitigated CPY exposures and reduced risks. Estimated exposures from models for three focus-scenarios, representing greater vulnerability to exposures than other use scenarios (Williams et al. 2014), allowed the assessment of risks based on 96-h time-weighted-mean concentrations that were matched to the 48â96 h toxicity data. Based on the joint probabilities of distributions of data for exposure and toxicity, we concluded that risks for fish and aquatic stages of insects were de minimis in all three regions. However, in the intensive-use scenario of Orestimba Creek, in California, risk to crustaceans was greater and deemed to be not de minimis. Further analysis of risks from repeated exposures to CPY, in these three focus-scenarios, confirmed the de minimis risks to crustaceans, insects, and fish in the focus-scenarios in GA and MI. Repeated exposures in Orestimba Creek, CA suggested small risks to fish, insects, and crustaceans. We concluded that repeated exposures to insects and crustaceans would not be ecologically relevant because of the potential for rapid recovery in these taxa. Risks for fish may be somewhat greater because there is more uncertainty regarding recovery of the target enzyme AChE and because of their longer reproductive cycles. The lack of fish-kills since 2002 in the U.S. that were associated with confirmed exposure to CPY is consistent with the small risks to fish and the smaller exposures in surface waters since the change in the labeled uses. Too few data on toxicity of CPYO were available to conduct a probabilistic risk assessment but, on the basis of the available data and the large margins of exposure, we concluded that risks of CPYO to aquatic organisms were de minimis. CPYO is the active metabolite of CPY, and its toxicity is subsumed by the parent CPY. It is thus not surprising that CPYOâs toxicity is similar to that of CPY. CPYO is more rapidly hydrolyzed in water and is more polar than CPY and is less likely to be taken up into aquatic organisms. Detections of CPYO in surface waters were infrequent, and the concentrations were all less than toxicologically significant values for the one fish and one invertebrate for which data were available. This ERA was supported by several strong data-sets. There is a good database of toxicity values for CPY, and many of these tests are of high quality. They are certainly sufficient to characterize acute toxicity to insects, crustaceans, and fish. There are also large sets of data for measured values in surface waters in a number of locations, including areas of intensive use, where greater exposures would be expected. Several studies conducted in cosms, some of excellent quality, are available to provide points of reference for the SSDs and information on recovery of invertebrates"
365,412,0.994,Climate Smart Agriculture : Building Resilience To Climate Change,"increase in food expenditure, both quantity and quality of food consumed responded positively to CGP receipt, implying that households benefitted from the CGP in terms of food security and nutrition. With regards to the effect of climatic variables on welfare and food security, results from Asfaw et al. (2016) show that overall, households in areas that experienced lower than average rainfall had lower levels of daily caloric intake as well as food and non-food expenditures, and this effect was most pronounced for the poorest households in the sample. A possible explanation could be that the decline in rainfall had an initial negative impact on agriculture, livestock production and other water-intensive activities. The decline in volume of production thus affected householdsâ purchasing power, forcing them to improve their coping mechanisms. This study also finds strong evidence that cash transfer programmes have a mitigating role against the negative effects of climate shocks. Households that participated in the CGP had much lower negative effects of the weather shock, with poorest households gaining the most. This indicates the potential of social protection to support food access for households exposed to climate risk. However, the analysis also indicates that while participation in the CGP is beneficial in mitigating negative effects of climate shocks on food security, it is not sufficient to fully overcome these effects. Thus it is important to ensure that SCTs are well aligned with other forms of livelihood programmes and climate risk management, including disaster risk reduction activities. This result confirms the findings of authors like Eriksen et al. (2005), who found a positive relationship between the ability of people to draw on extra sources of income and the ability to withstand droughts in Tanzania and Kenya, with respect to those who were not."
364,358,0.993,Sustainable Living with Environmental Risks,"A total of 175 adult members of the public were given a questionnaire about the risks posed by the construction industry. This survey revealed that the majority were very much aware of the various risks faced by people, plants, and animals, as well as the risks to the environment as a result of construction activities. For example, most of them agreed that construction activity can cause soil erosion, floods, loss of natural resources, reduction in soil quality, and reduction of rain absorption area. The majority also recognized that loss of habitat, death, and destruction are some of the effects on plants and animals. Similarly, most of them agreed that animals may move away from an area where construction takes place. In addition, a large number of respondents also acknowledged that two risks faced by humans are health problems due to dust released during construction and feeling discomfort due to the noise from construction. However, only around one third of the sample considered that murky water caused by soil erosion from construction sites could have a negative effect on fish in rivers. In general, most of the people surveyed held similar perceptions about construction risks irrespective of their academic or social background. One notable exception, however, was educational level: Among the sample who responded to this survey, those who had completed university education obtained a mean score of 63.09 for construction risk awareness. Those who were educated up to pre-university level, on the other hand, obtained a corresponding mean score of 59.68. This difference is statistically significant as shown by the p value of .01 in the independent samples t-test analysis conducted. This implies that university education helped improve awareness of construction risk."
364,244,0.993,Sustainable Living with Environmental Risks,"Farmers and fishermen perceive the risks associated with environmental degradation and its long-term negative consequences as affecting not only themselves but the community as a whole. The risks are of both natural and anthropogenic origins. Those of natural origin include typhoons, strong winds, El NiÃ±o, and seasonal variations brought about by climate and/or weather disturbances. In Silang-Santa Rosa, these have the effects of altering the crop cycle, and reducing crop productivity and income. Other types of risks include outbreaks of pests and diseases, crop losses from toxic chemicals, soil erosion and acidity, depressed market prices, and land use conversion. Farmers and fishermen have faced these risks to some degree for years. However, in the upstream, 46 % claimed that their level of exposure to such risks is low. A low level of exposure was also cited by 25 % in the midstream, 100 % in the upper downstream, and 50 % in the lower downstream. This can be attributed to the respondentsâ resiliency and the measures they have adopted to address the risks. Factors affecting their level of resiliency include their earning capacity, family assets, and asset management, as well as support from family and relatives that provide financial assistance in times of need. One specific adaptive measure taken in Silang-Santa Rosa is to immediately replant to replace damaged crops. Otherwise farmers simply wait for crops to recover naturally, or go and seek off-farm or nonfarm employment. However, these adaptive measures are generally makeshift and do little to reduce the impacts of climatic events and other forms of risks. They are also very dependent"
151,351,0.993,Ecological Risk Assessment for Chlorpyrifos in Terrestrial and Aquatic Systems in North America (Volume 231.0),"Action and influence on risk estimates High-use crops were assessed assuming maximum application rates and minimum re-treatment intervals. Exposure scenarios likely included upper bound risks posed by CPY to birds. Dermal contact, inhalation and preening unlikely to be important based on results of limited studies. Refined models are lacking for these routes of exposure. Evaluations of model performance against field studies indicated that LiquidPARAM is closely or over-estimating risk to birds. Thus, it is unlikely that routes of exposure other than ingestion of food and water are highly significant. Risk to The refined risk assessment considered The focal species were selected because of their affinity for agricultural areas where flowable CPY is non-focal exposure to 15 focal species. Thus, used. This group of species is more likely to be exposed to CPY than would most other bird species. there is a possibility that bird species Furthermore, they span a range of sizes and taxonomic groups. Thus, there is a low degree of species not considered in this assessment are at uncertainty associated with overlooking bird species at risk. Additionally, the focal species likely risk on or near CPY-treated fields. bracket all of the bird species potentially at risk due to CPY application. Proportion Information is lacking to fully characterize Original data for proportion of time birds spend in treated fields (PT) were obtained for corn and alfalfa time birds between-field, between-individual and and analyzed to determine between-field variability for each of the focal species. Without radio-tracking on fields between-time steps variability in data, however, it was not possible to quantify between-individual and between-time steps variability proportion of time birds forage on for any of the focal species. Given the state of knowledge for between-individuals variability, treated fields. Also assumed that the uncertainty was maximized by parameterizing the within-field PT distributions to range from 0 to 1, proportion of time birds spend on with the best estimate being the randomly chosen most likely PT from the between-fields distribution. treated fields equates to the proportion No variation was assumed between time steps, a reasonable assumption for nesting birds, but not of their diet that comes from treated pre-migratory or migratory birds. No data exist to determine whether proportion of time birds spend on fields. treated fields equates to the proportion of their diet that comes from treated fields. The various shortcomings with the PT variable could ultimately lead to under- or over-estimation of risk. The results of the evaluation of model performance and the flowable CPY field studies suggest that the risk estimates produced by LiquidPARAM are reasonable or over-estimated. Quality and Toxicity studies for CPY were conducted Toxicity studies underwent data quality review. Only data of sufficient quality were used to derive quantity over several decades using a variety of dose-response curves, the species sensitivity distribution and chronic effects metrics. Additional of toxicity protocols. Quantity of data is limited chronic toxicity studies on species other than the mallard (Anas platyrhynchos) and northern studies for bird species particularly for chronic bobwhite (Colinus virginianus) would reduce uncertainty in the chronic risk assessment. studies. Gavage method used in acute oral studies does not replicate feeding patterns in the field."
230,610,0.993,Marine Anthropogenic Litter,"14.5 Conclusions Marine litter is a complex problem to address, which exerts significant economic costs, often borne not by the polluter but by coastal and marine industries such as fisheries, aquaculture, tourism, etc. (some of which also contribute significantly to marine litter). Economic instruments have a potentially important role to play in addressing marine litter, with initiatives in place in several countries proving that they can lead to significant reductions in waste entering the environment (ten Brink et al. 2009). The development of effective and efficient instruments requires a strong link between the behavior change driven by the instrument and the harm caused by marine litter. However, there are several areas where there is a lack of sufficient information to make this link. At the heart of this is the problem of understanding the harm caused by marine litter. The harm caused by some forms of litter is known, however, there are large gaps in this understanding. While the presence of litter in the marine environment and even its ingestion, etc., in species is documented, it is not clear what impact it is having on critical populations of marine organisms or indeed species higher up the food chain (including humans). Further, while some specific types of litter are identified as having some impacts (discarded nets, plastic bags, etc.), the impacts of other types of litter are currently poorly understood, which is most notable with the debate on micro- and nanoplastics. In relation to socio-economic impacts, impacts on tourism from beach litter are documented, but a quantitative link between the impact and levels of litter is poorly understood (Ballance et al. 2000). These links between types, quantities and sources of marine litter and their varied impacts are important to understand if targeted economic instruments are to be developed. Otherwise an instrument may lead to a reduction in litter, but with a limited reduction in impact."
182,208,0.993,Animals and the Shaping of Modern Medicine,"as key threats to human health in newly independent and developing agrarian nations.128 The Committee was tasked with identifying zoonoses that were evident âworld problemsâ and for which effective control measures had already been developed.129 Over the next decade, it agreed a standard definition of these diseases, which brought over 100 different infections under one general category, creating fertile terrain for veterinarians to expand their international role in human health.130 Perceptions of zoonotic disease threats had shifted significantly in the context of the world hunger campaign. Previously, the animals affected had been regarded as costly impediments to agricultural production, and as transmitters of infections to humans. However, their promotion as food sources for hungry humans led to the realization that, in addition, these animals produced less food for humans, thereby posing dual threats to human health. This was highlighted by one of the Committeeâs leading experts, the Swiss-American veterinary scientist Karl Meyer, in a technical paper on âThe Zoonoses in Their Relation to Rural Healthâ that he presented, on Kaplanâs invitation, to the Seventh World Health Assembly: One need only to consider all of the adverse effects of the zoonoses to realize the urgency of control: loss of life, acute and chronic illness of inhabitants of rural areas, loss of life and impairment of productivity of farm animals with all of the social and economic implications, and loss of life and acute and chronic illness of city dwellers to whom the zoonoses may spread â¦ These infections unquestionably have far-reaching economic aspects; they may mean mere loss of profit or they may mean critical want. In some areas they preclude the raising of livestock altogether â¦ in others they make an already poverty-stricken group poorer still and deny food supply to undernourished populations. In their destruction of food supply alone they are major economic problems. Some of the diseases â¦ are detrimental to rural populations because of their direct effects on health of farm people, making habitation in rural areas impossible or hazardous; some are more important in their effect on the worldâs food supply.131"
55,156,0.993,Fungal Disease in Britain and the United States 1850â2000,"of prevention, meant that benefits seemed unlikely to be worth the cost. Finally, the number of stakeholders involved meant that it had proved very difficult and time consuming to have changes approved; for example, the five-year delay in reaching a decision on the 1974 FDA proposal to reduce the tolerance level of aflatoxin from 20 parts per billion (ppb) to 15 ppb. The NAS review was framed within the overall context of the decline in deaths from infectious diseases, the rise in those from cardiovascular disease and cancer, and the changes to the human environment brought by technological development.33 In the specific area of food, the authors pointed to technical advances having shifted hazards âaway from microbial contamination that produced acute disease soon after exposureâ, to âchemicals in small quantities and other hazards introduced by environmental contamination as well as by food production and processingâ.34 The recommendation for regulatory flexibility came from the aim of allowing agencies to find a middle way between unrestrained use and a ban, as well as a desire to allow them to keep up with progress in research, production and monitoring.35 In other words, the problem of aflatoxins was being defined largely in terms of the risks created by modern methods of food production, distribution and consumption; nonetheless, it was expected to be solved by those very same technologies.36 One factor, echoing issues with regionally specific fungi, was that risks varied with place and individual lifestyles, particularly dietary, meaning that national, let alone international, standards were likely to be hard to agree and even harder to enforce.37 Aspergillosis: âA Rare Diseaseâ, 1900â1960 Poultry were important in the story of Aspergilli fungi and human health at both ends of the twentieth century, as aspergillosis was recognised as a lung disease of fowl and cattle, and an occupational disease in humans around 1900.38 Veterinarians reported the disease to be most common in birds, including chickens, turkeys and certain waterfowl, where it caused pneumonia and other lung diseases.39 Mammals were said to be less susceptible, but it was reported in cattle and dogs. Veterinarians blamed contaminated grain, but argued that certain predisposing conditions were necessary, such as the animals being in poor general health or living in insanitary conditions. âBrooder pneumoniaâ, an American term for aspergillosis, came from its presence in intensively reared fowl. In humans, the disease was found mainly in those who worked with birds and cattle, those who handled grain or worked in dusty conditions. The primary presentation in humans was as bronchial or lung"
