book_index,paragraph_index,similarity_score,recommended_book,recommended_text
284,29,0.992,Environmental Governance in Latin America,"governments and reach out to different international funding schemes (Chapter 8). Politically less powerful actors also strive to rescale decision-making processes in order to overcome undesirable policies and developments, structural constraints or environmental degradation. Chapter 11 describes the efforts of local communities to build up both glocal connections and coalitions with local governments in order to have control over consultations and decide about the implementation of mining projects in Latin America. According to Chapter 10, the scaling down of environmental governance to the local level is fundamental in safeguarding the self-determination of local communities. Chapter 9 argues that social capital and institutional strength in communities are key factors for the protection of forest commons and for local capacities to face traditional and emergent pressures on forest ecosystems. The extent to which local communities and social movements succeed in bringing about institutional change partly depends on their interactions with other actors. In this respect it is also important to point out that social actors (the state, corporations, communities, etc.) are not homogeneous entities. They may consist of various groups with different power, interests and positions, which may shift over time. Local governments, for example, occasionally confront central governments by developing alliances with local communities or other state agencies. Also, experts from corporations, governments and environmental organizations may take very different stances on energy efï¬ciency, production technologies and social responsibilities, despite the fact that they work in the same sector or country (see the analysis of views and discourses of strategic actors in Chapter 6). In some cases, environmentalists support local communities against development policies that promote the expansion of infrastructure and extractive industries in fragile ecosystems (Chapter 11). In other cases, they may favour compensatory schemes in conservation policies, regardless of the criticism raised by environmental justice movements (Chapter 8). In sum, while the central state has repositioned itself in processes of environmental governance of Latin America, institutional adaptation to the new contexts, discourses and demands has come from a range of (contesting) actors, and the interactions among them, across multiple scales. Overall, elite groups have tried to adjust some of their discourses and practices in order to partly comply with new demands and regulations, without having to give up their prominent position. Simultaneously, various marginalized groups have attempted to strike back by (re-)establishing and (re)appropriating local decision-making processes"
284,380,0.992,Environmental Governance in Latin America,"line, consultations can be seen as an innovative form of protest that aims to foster participation, promoting a democratic setting that protects its participants. These consultations have succeeded in pacifying local tensions, at least for a while. While contexts of activist and protest criminalization and repression are not new in mining struggles, the particularity of these cases has been the ability of EJM to transform a risky protest environment into a democratic participation process. To do so, EJMs have constructed a hybrid participation institution. Community consultations: A hybrid institution Latin American mining consultations/referenda are based on the claim that communities â whether indigenous or not â have the right to participate in high-stake decisions that affect their livelihoods, a right deemed legitimate by affected communities. This right is recognized in a variety of indigenous and non-indigenous, international, national and municipal norms and rights (Jahnchke Benavente and Meza, 2010; Fulmer, 2011). However, how participation is framed by regulations and actors varies widely, being mostly informing and non-binding. As analysed by Arnstein (1969) in his eight-rung participation ladder ((1) manipulation, (2) therapy, (3) informing, (4) consultation, (5) placation, (6) partnership, (7) delegated power and (8) citizen control), there are different levels of exclusion/involvement and empowerment. As pointed out by Arnstein, as we step down the ladder, frustration rises. Communities are struggling to climb this ladder. Community consultations reclaim and rebuild the right of affected communities to participate, in meaningful and empowering ways, in decisions regarding high-impact activities that affect them. With this aim, in each context, communities strive for local participation rights appealing to, combining and reshufï¬ing available regulations, rights and local traditions. This process of institutional bricolage draws on a particular mix of formal and informal, and modern and traditional, institutions according to the particular context. For instance, communities are expanding and resignifying, in their discourse and practices, the way âconsultationâ is framed in ILO 169 â and the United Nations Declaration on the Rights of Indigenous People â forcing new debates about the conventionâs reach (McGee, 2008; Fulmer, 2011). ILO 169 asserts that consultations should be conducted by states. However, the studied consultations are not organized by the central government (Jahncke Benavente and Meza, 2010; Fulmer, 2011). Community consultations appeal to ILO 169 consultation rights,"
293,212,0.991,"integration Processes and Policies in Europe : Contexts, Levels and Actors","Motives and Frames of Translocal Activities of Migrant Organizations Although studies of the transnational activities of migrant organizations are advancing, few address the question of why migrant organizations, as collectives, become transnationally active (Morales and Jorba 2010; Lacroix 2010a). The motives that do emerge encompass four categories: moral, political, economic, and philanthropic. Moral bonds lie at the basis of many of the transnational activities of migrant organizations. These bonds are strongly associated with the relationship between migrants in the destination country and the non-migrants remaining in the village of origin. Migration impacts the identity of a community and changes the roles or the status of the individuals attached to that community. Migration both separates and binds people. Villagers may support each other by providing money, offering places to stay, and establishing care systems for those who remain. As such, migration shapes a âmoral frameworkâ (Lacroix 2010a, 10). The role of migrant collectives, hometown associations in particular, is to guarantee that migrants comply with all kinds of communal duties while they are abroad, as âlong-distance villagersâ (Lacroix 2010a, 10; Godin et al. 2012; Fox and Bada 2008). Moreover, migrantsâ participation in development projects gives them a certain legitimacy towards the non-migrants (Lacroix 2009; see also Henry and Mohan 2003, 615). The quest by migrant organizations to engender political change in their country of origin can be a driver of transnational activities. In this respect, the question is to what extent the activities of migrant organizations can be considered political transnationalism. Some authors consider almost all activities to be political, as they change the local development scene and force local actors to react. Here, we use a narrower interpretation of the concept of political transnationalism as those activities that are directly related to political participation. Examples are efforts to extend political rights to migrant communities, to reincorporate returnees into homecountry politics, to empower local communities as a starting point for wider political change, and calls for democracy and political reform (Ãstergaard-Nielsen 2003; Itzigsohn 2000). Lacroix and Dumont (2012) mention in this respect the emergence of âa political voiceâ of Moroccan associations abroad. Moroccan migrant organizations have called attention to the contradiction between the impossibility of renouncing the Moroccan nationality and the lack of the right to vote and be represented in parliament. Economic motives of migrant organizations can be confined to the country of origin or extend to other developing countries. For instance, by pooling funds for investments in income-generating activities, migrant organizations may expect economic profit in the long run. Furthermore, by investing in the local economy, migrant collectives (e.g., hometown associations) might seek to improve the conditions for their own return (SchÃ¼ttler 2008; Lacroix 2005; Henry and Mohan 2003). Altruistic motives are another driver of the transnational activities of migrant organizations. Several studies point to the fact that migrant organizations, as collectives, want to do something for their communities back home. They feel privileged"
284,332,0.991,Environmental Governance in Latin America,"by the Zapatista Army of National Liberation (EZLN) (MuÃ±oz, 2008).16 Since then the activity and visibility of indigenous peoples throughout Mexico has increased, along with a gradual recognition of their importance in the population, because of, and in spite of, the growing intensity of repressive actions by the state and other actors, including private corporations given concessions in these territories, and organized groups in various parts of the society.17 While a recounting of the initiatives being implemented in these communities would be too lengthy for inclusion here, sufï¬ce it to say that the discussion of many of them within the framework of the National Indigenous Congress, and the increased circulation of information and meetings among members are contributing to strengthen the resolve and ability of members to carry their projects forward. In connection with their efforts to gain recognition and elaborate local management strategies, control of water resources has been particularly contentious as communities try to assert their rights to adequate supplies and protect their sources. We are accompanying a number of communities in their efforts to reinforce control in their territories by developing systems for managing water resources and organizing to impede encroachment by national and state-level authorities trying to limit their historical access. These movements are now inextricably combined with others in opposition to large-scale construction projects for dams designed to harness waters for electricity generation or for longdistance transfer between water basins to supply urban areas where ageing infrastructure and excessive growth in consumption are causing shortages due to a lack of administrative and technical capabilities of dominant bureaucracies. As a result, many communities that have historically been able to satisfy their own needs and even share surpluses with neighbouring communities are now ï¬nding themselves involved in coalitions with others defending their water sources, along with ecologists who are generally arguing that the engineering and public works approaches of the public sector are inappropriate and simply postponing the day of reckoning with regard to the need for a more ecologically informed approach to water management. An interesting ï¬nding in our collaborations with communities involved with protecting water sources is the combination of traditional and leading-edge technologies applied to protect their natural sources â the streams and springs on which they depend. This combination of technologies with direct community involvement in water management contrasts sharply with the national water authoritiesâ approach that eschews local diversity, preferring a homogenous administrative"
284,331,0.99,Environmental Governance in Latin America,"Communal approaches to environmental justice Communities across the Americas are involved in designing and implementing local solutions that contribute to their broad struggle for environmental justice under circumstances of harassment and overt violence exercised by state powers in the societies of which they are a part. While a great deal of energy must be devoted to protecting themselves from encroachment by forces attempting to control their natural resources and subject them to the various disciplines of markets and political systems, it is remarkable that they continue to mobilize locally and nationally while associating internationally with other communities and NGOs to consolidate new lines and technologies of production, and experiment with ways to improve existing activities. These actions are the product of the complex interaction of dynamic forces within the communities and reactions to outside pressures. They are part of a search for a unique identity that has become increasingly important as these peoples assert their legally binding rights to self-determination as deï¬ned by their varied histories and their understanding of the privileges accorded them by the ILO Convention 169 and similar agreements promulgated by other international bodies, and the ongoing efforts in the Organization of American States (2003) to draft a similar commitment (endnote ix). In Mexico, as elsewhere, this process has a long history, which was codiï¬ed in its constitution of 1917, as indigenous communities were recognized and granted collective rights by the agrarian reform.14 During the last half of the twentieth century, Mexican communities waged an unrelenting and difï¬cult battle to assert their rights to control the lands over which they were able to retain or regain control after the revolution. They were particularly effective in wresting exploitation contracts for their communal forests from private ï¬rms that had been given concessions to manage them (Bray and Merino-PÃ©rez, 2004). Today there are a variety of management plans in effect, testimony to skills that the communities have acquired as they attempt to reconcile pressures for ensuring conservation with the need to create jobs and generate incomes. The literature offers rich accounts of this variety of strategies, and many studies explore the relationship between these approaches and the cosmologies of the participating communities, particularly in community-managed forests, which comprise 71% of the nationâs forests (e.g. Bray, Merino-PÃ©rez and Barry, 2005; Cronkleton, Bray and Medina, 2011; Barkin and Fuente, 2013; Stevens et al., 2014).15 The movement to reassert indigenous identities in Mexico was further strengthened in the aftermath of the 1994 uprising in Chiapas"
284,338,0.99,Environmental Governance in Latin America,"of public services and the deterioration in the quality of those remaining in the public sector are a palpable threat to peoples in every country. Even as indigenous communities are asserting their new-found rights to proceed with forestry and water-management activities, governments are encouraging large-scale initiatives by transnational corporations that threaten to upset the delicate balance of productive activities on which the communities depend for their livelihoods and for ecosystem balance. These projects pose fundamental questions about the ability of the communities to defend their territories, including their substantial cultural, social and productive heritage that entrenches them in their ecosystems. The conï¬icts continue to this day, posing apparently irresolvable differences and often resulting in violent encounters, as mines, ecotourism and other projects (and with the recent reforms, fracking and other forms of resource extraction) threaten the very existence of the communities. The communities generally reject the assumption that the sacriï¬ces that this destruction entails can be compensated by monetary offers that would only force them onto a path of institutionalized marginalization as isolated individuals, a life of limited opportunities without the social support systems and safety nets that their communities offer. The ongoing initiatives to strengthen or generate âniches of sustainabilityâ by peasant and indigenous communities throughout the Americas are heartening and important. While the momentum in the global marketplace is clearly threatening social groups and environments everywhere, the continuing successful efforts of peasants and indigenous peoples to implement their own strategies for social and productive change that deliberately incorporate the environment in the process offer a window on the possibilities for making environmental justice a reality for increasing segments of the population. This will not happen where the capitalist structure of production and control dominates. Thus the implementation of local solutions that create regions for autonomous action will become even more signiï¬cant and effective as the spaces dominated by the global market continue to suffer from deteriorating environments and heightened conï¬ict."
224,276,0.99,Ester Boserupâs Legacy on Sustainability : Orientations for Contemporary Research,"Additionally, the management of collective economic resources by women, such as rice fields in Senegal, did not appear to be included in development planning within the local administration. A female president was responsible for a rehabilitation programme for rice fields funded by external cooperation. However, there were at least two âcompetingâ women representing âthe womenâ in the village or district town. These kinds of (very important) efforts were not included in the village development plan. The plan also did not include such features as grain mills and cereal banks, because private economic endeavours were not accounted for. Additionally, these womenâs groups are not politically represented in the local council where they could participate in the consideration of new regulations. There is no arena where womenâs movements and groups can enter into a serious debate concerning transformation within the framework of decentralisation (case study, Lachenmann 2006). While it might be interesting for women to not be forced into male roles, communal and state control, groups and cooperatives primarily made up of male members tend to be formal(ised) as economic, whereas womenâs groups tend to be informal(ised) as social or developmental (Rosander 1997). The latter are influenced by traditional experiences, community development and home economics coming from the established channels. These channels are dependent on ministries of social affairs (and not of agriculture), and lost their support after a democratic change of government. In any case, their economic level of activity is being suppressed by this âsmall tradeâ and âsharing approachâ of credit. Not many of these female savings and credit groups are yet integrated in the formalising schemes of Mutual Saving and Credit Banks."
83,224,0.989,Housing Market Dynamics in Africa,"Slum upgrading is another potential source of land for housing as informal settlements often represent an important and often well-located reservoir of available land. A key challenge for using this land creation mechanism is to expand the formal rights of informal residents to occupy the new land so that these residents may upgrade their housing situations over time. Governments can play an active role in such a situation. In situations of stalemate within slums between structure owners and community residents who are tenants, as noticed in Nairobi, governments are in a unique position to break the impasse that stops upgrading from taking place. A solution could be found through some kind of arrangement giving tenure rights to long-standing, registered community members while compensating structure ownersâeither through additional housing units in a new housing development elsewhere, as in Moroccoâs thirdparty slum-upgrading program, or through other incentives. Governments should also partner with NGOs in slum-upgrading initiatives so as to leverage the collective knowledge of these stakeholders, who often have an inside knowledge of slum dynamics. Moreover, it is critical to involve local residents in major land transactions, especially during the planning phases. Continuously engaging the relevant stakeholders and residents through awareness campaigns at all stages of the slum-upgrading projects is key to ensuring successful outcomes. Finally, if all other measures fail, governments can use their eminent domain powers to release land for development in the public interestâ for building public infrastructure or low-income housing purposes. However, compensation should reflect market rates if the tool is to be"
126,391,0.989,River Basin Development and Human Rights in Eastern Africa : A Policy Crossroads,"âA clear and demonstrated record of genuinely participatory work with local communities. âAbsence of ï¬nancial contracts or agreements with governments, development agencies or private ï¬rms engaged in any substantive way with the project or program under considerationâfor example, for a ï¬ve-year period. Additional participants in studies, such as technical experts (e.g., for seismic, geological, hydrologic, agricultural or cultural studies) should to be held to the same standard. âFull public transparency of funds received for study and the major parameters of the study underway. â¢ The approaches outlined above for impact assessment and related investigations a may well be objectionable to in mainstream development circles, as âimpracticalâ and âunachievableâ in remote areas and among culturally traditional peoples. To the contrary, there are plentiful accounts by seasoned investigators and aid practitioners that support the conclusion that communities in highly remote and marginalized contexts are not only receptive to genuine inclusion in such processes that help determine their own futureâtheir participation is in fact essential to the success of development or conservation planning with equitable and sustainable objectives. Such understanding is long overdue in major agencies and government policymaking ofï¬ces. Changing the course of existing development and broader social policies directed to the Ethiopia-Kenya-South Sudan transboundary region offers the possibility of sparing the lives and livelihoods of hundreds of thousands of citizens and rethinking the regionâs social and environmental future within a human rights framework. Embracing humane and sustainable development prospects for upcoming generations in eastern Africa remains a possibilityâeven at this âeleventh hour.â"
293,206,0.989,"integration Processes and Policies in Europe : Contexts, Levels and Actors","Netherlands and to strengthen local governance processes in Morocco and Turkey (usually in terms of service delivery and citizen participation). The partnerships were particularly important in promoting multi-stakeholder collaboration, as the exchanges stimulated cooperation between governmental and nongovernmental actors in both Morocco and Turkey. In the cases studied, few linkages between governmental and nongovernmental actors had existed before the partnership was created. For instance, in a partnership between Haarlem (the Netherlands) and EmirdaÄ (Turkey), the University of Afyon worked together with a primary school, an environmental NGO, a provincial environmental organization, and the municipality to improve the waste management system and introduce a waste collection system. These arrangements should be viewed against the background of the decentralization processes that are taking place in many countries, including Turkey, whereby responsibilities and budgets are being transferred from the central to the local government level. Hence, local governments are increasingly seeking to work in multiactor arrangements (Pierre 2000; Van Kersbergen and Van Waarden 2001). There are few examples of local governments in North-Western Europe supporting NGO co-development initiatives without being actively involved in the exchange. Nonetheless, the idea of co-development was well established by the late 1990s in France, where it received official acknowledgement and also influenced governments and policies elsewhere in Europe (Grillo and Riccio 2004). The approach was central in Catalonia where a large number of local governments were engaged in supporting the initiatives of community-based organizations and NGOs (ÃstergaardNielsen 2011). This phenomenon was also observed in Italy, although few Italian local authorities actually engaged in co-development projects (Grillo and Riccio 2004). Research on the impacts of these activities is scarce. According to ÃstergaardNielsen (2011, 36), it will only be possible to evaluate the dynamics of codevelopment policies once more programmes have run their course. Most studies refer to various initiatives or analyse the impacts of these programmes on the groups of migrants who undertake the activities. Although most co-development programmes are open to all migrant groups living in municipalities in destination countries, among initiatives in origin countries those of West African migrants are clearly dominant. The migrant collectives with the highest participation rates in Catalonia were comprised of migrants from Senegal, Equatorial Guinea, and Gambia, though the migrant populations originating from these countries represents only 3 % of the total migrant population. The two largest groups in Catalonia (Moroccan and Ecuadorian migrants) were less involved, and representatives of these groups indicated that they were focusing more on integration processes within Catalonia (Ãstergaard-Nielsen 2011). The literature describes several other initiatives by West African migrants, including those of Malian migrants living in Saint Denis, a suburb of Paris (Petiteville 1995; Grillo and Riccio 2004). A limited number of initiatives by ItaloâSenegalese organizations and Senegalese organizations linked to or supervised by Italian organizations are also mentioned (Grillo and Riccio 2004). Grillo and Riccio discuss the importance of transnational networks but also note problems of control and misunderstandings related mainly to naive expectations and the idealization of partners. Policies are sometimes also received with scepticism by migrants,"
