book_index,paragraph_index,similarity_score,recommended_book,recommended_text
311,2077,0.981,The Physics of the B Factories,"Table 19.1.20. Comparison between measured and expected values of the form factors in Ds+ â Ïe+ Î½e decays, evaluated at q 2 = 0. The diï¬erent labels listed in the ï¬rst column correspond to the following references: E653 (Kodama et al., 1993), E687 (Frabetti et al., 1994b), CLEO II (Avery et al., 1994a), E791 (Aitala et al., 1999a), FOCUS (Link et al., 2004b), BABAR (Aubert, 2008be), HMÏT (Fajfer and Kamenik, 2005), UKQCD (Gill, 2002), and HPQCD (Donald, Davies, and Koponen, 2011). Results for K â e+ Î½e correspond to the BABAR measurement (del Amo Sanchez, 2011a). A1 (0) E653(1993) E687(1994)"
389,319,0.98,Impacts of the Fukushima Nuclear Accident on Fish and Fishing Grounds,"Significant difference between the 2012 period and 2013 period was examined by a t test. Asterisk of [Loss of the radiocesium concentration from 2012 to 2013] indicates significant difference between the x and the y (P < 0.05). These tests were conducted if there were more than two samples in both or all groups Lake: H = Hayama, A = Akimoto, T = Tagokura SD: If n = 1, SD is counting error (1 sigma) n: ND data were excluded. Significant differences among the lakes were examined by a t test (lake water) and by a KruskalâWallis test (bottom sediment and plankton). Different small letters following an entry indicates significant difference among the lakes (P < 0.05) (Modified from Matsuda et al. 2015)"
311,810,0.979,The Physics of the B Factories,"Table 17.1.17. |Vub | derived from B â ÏâÎ½ decays for various q 2 regions and form-factor calculations: LCSR (Khodjamirian, Mannel, Oï¬en, and Wang, 2011), HPQCD (Dalgic et al., 2006), FNAL/MILC (Bailey et al., 2009). The quoted errors on |Vub | are due to experimental uncertainties and theoretical uncertainties on ÎÎ¶. The last column shows the |Vub | results of the simultaneous ï¬ts to data and the FNAL/MILC prediction. Here the stated error represents the combined experimental and theoretical uncertainty."
222,328,0.979,Ecosystem Services For Well-Being in Deltas : integrated Assessment For Policy Analysis,Fig. 11.3 Annual mean temperature and precipitation responses in the 17 regional climate model simulations over the GBM region for 2041â2060 (upper) and 2080â2099 (lower). Filled triangles indicate the three climate projections selected (Caesar et al. 2015âReproduced by permission of The Royal Society of Chemistry)
142,1694,0.978,Subseafloor Biosphere Linked To Hydrothermal Systems : Taiga Concept,"Noguchi et al. (2011) obtained an age of 31 years by Ra-210Pb method, which is different from our results. This sample is very large about 1 m in total length as shown in Takamasa et al. (2013). The part of the sample analyzed in the present paper is different from the part analyzed by Noguchi et al. (2011). Being a different interpretation from Takamasa et al. (2013), it may be because the formation ages are different for different parts."
285,295,0.978,"Physiology, Psychoacoustics and Cognition in Normal and Impaired Hearing","Fig. 4 a Difference in current level between RPS-C and RPS-A required to obtain the same response amplitude in the IC. b Star symbols: mean polarity effect across guinea-pigs subjects (+/â 1 s.e.). Filled symbols: mean polarity effects obtained at most comfortable loudness for similar pulse shapes in previous human studies using electrodes in the middle of the array. Squares: Macherey et al. 2006; circles: Undurraga et al. 2013; triangles: Carlyon et al. 2013; diamonds: Macherey et al. 2008. Human data were obtained with non-reversed versions of RPS and RPS-IPG, meaning that the short, high-amplitude phase was presented first. The three data points for comparison with TRI correspond to the âTPâ condition of Carlyon et al. 2013 for Advanced Bionics (1st point) and Med-EL (2nd point) subjects and to their âQPâ condition for Cochlear subjects (3rd point). c Example of non-monotonic growth function obtained for RPS in G7. d Difference in current level between each cathodic asymmetric pulse shape and SYM-C needed to obtain the same response amplitude. Star symbols: results of the present study averaged across subjects (+/â 1 s.e.). Filled symbols show corresponding human psychophysical data measured at most comfortable loudness for anodic pulse shapes. Triangles correspond to the TP condition for Advanced Bionics (1st point) and Med-EL (2nd point) subjects"
391,228,0.978,Ocean-Atmosphere Interactions of Gases and Particles,"1996; Stubbins et al. 2006a, 2008; Valentine and Zepp 1993; Xie et al. 2005; Zafiriou et al. 2003; Zhang et al. 2006; Ziolkowski and Miller 2007; Zuo and Jones 1995). A biotic source of CO originating from macro-algae was also investigated by different groups (Loewus and Delwiche 1963; Troxler and Dokos 1973), but King (2001) concluded that this source is not a significant fraction of the global oceanic source. Recently, laboratory studies of trace gas emissions by various phytoplankton species have shown that CO is also emitted directly by phytoplankton under photosynthetically available radiation (Gros et al. 2009). Cyanobacteria and diatoms were the largest CO emitters and this source could account for up to 20 % of the CO production in seawater. Finally, another source of oceanic CO is the so-called âdark productionâ which has been reported by several groups (Day and Faloona 2009 and references therein) and which is needed to explain non-zero CO values below the euphotic zone (Kettle 2005). The first detailed measurements of CO in the mixed layer of the oceanic water column in the Pacific Ocean showed that it varies seasonally and regionally with daily means between 0.1 and 4.7 nmol L 1 (Bates et al. 1995). CO showed pronounced diurnal cycles with maxima in the afternoon, in agreement with the photochemical nature of the main source in water. Since then, measurements of CO have been performed only over a few additional areas in the open ocean. Stubbins et al. (2006b) determined values between 0.2 and 2.6 nmol L 1 during an Atlantic Meridional cruise (from 35  S to 54  N). Gros et al. (unpublished data) measured values around 1 nmol L 1 in the Southern Atlantic Ocean, with levels rising to 20 nmol L 1 in a phytoplankton bloom near the Argentinian coast. Xie et al. (2009) conducted measurements in the open waters of the South Eastern Beaufort Sea at two different seasons with mean concentrations of 0.45 and 4.7 nmol L 1 in spring and autumn, respectively. In shelf waters, CO concentrations were also found to be variable but with values in the upper range of those measured in the open ocean. Day and Faloona (2009) found values between 2.7 and 17 nmol L 1 for a Californian upwelling system; Xie et al. (2005) measured values around 1 nmol L 1 in the Beaufort Sea and Gulf Stream and 2â18 nmol L 1 in the coastal NW Atlantic. Yang et al. (2010, 2011) have recently"
391,884,0.978,Ocean-Atmosphere Interactions of Gases and Particles,"(Gordon et al. 2001; Balch et al. 2005) and the most recent have been used to process the whole SeaWiFS and MODIS data set. An important constraint of these algorithms is that, at typical non-bloom concentrations, the PIC scattering represents only a few percent of the total scattering. Thus, to maximise the signal to noise ratio, satellite pixels must be aggregated in space and time, in order to define accurate mean concentrations. Currently, more verification with PIC field measurements is underway to optimise the use of PIC ocean-colour data in models (Balch et al. 2011). PIC is also produced by certain zooplanktonic organisms but these particles are too large to be detected by ocean colour (Balch et al. 1996). Different bio-optical and ecological methods have been established that use ocean colour data to identify and differentiate between PFTs or phytoplankton size classes (PSCs) in the surface ocean. These can be summarised into four main types: spectral-response methods which are based on differences in the shape of the light reflectance/absorption spectrum for different PFTs/PSCs (Sathyendranath et al. 2004; Alvain et al. 2005, 2008; Ciotti and Bricaud 2006; Bracher et al. 2009; Sadeghi et al. 2011; Brewin et al. 2010a; Devred et al. 2011), methods which use information on the magnitude of chlorophyll a biomass or light absorption to distinguish between PFTs or PSCs (Devred et al. 2006; Uitz et al. 2006; Hirata et al. 2008; Brewin et al. 2010b; Hirata et al. 2011; Mouw and Yoder 2010), methods that retrieve the particle size distribution from satellite-derived backscattering signal and derive PSCs (Kostadinov et al. 2010), and ecological-based approaches which use information on environmental factors, such as temperature and wind stress, to supplement the bio-optical data for investigating PFTs (Raitsos et al. 2008). All methods derive dominant phytoplankton groups, while Uitz et al. (2006), Bracher et al. (2009, improved by Sadeghi et al. 2011) and Hirata et al. (2011) also give chl a for the different PFTs. Nearly all the PFT methods mentioned use information from the multispectral ocean colour sensors SeaWiFS, MERIS or MODIS and are based on the parameterisation of a large global or regional in situ data set in order to yield PFTs from satellite chl a or normalised water leaving radiances. Unexpected changes in the relationships between these parameters resulting from a regional or temporal sampling bias leads to a bias in the"
311,1334,0.977,The Physics of the B Factories,"Table 17.8.9. The 68.3% and 95.4% one-dimensional C.L. regions, equivalent to one- and two-standard deviation intervals, , and ÎºrB , including all sources of uncertainty. The 68.3% C.L. regions show separate contributions from for Ï3 , Î´B , rB , Î´B statistical, experimental systematic, and model uncertainties. The 95.4% regions include statistical and systematic uncertainties for BABAR, but only statistical for Belle. B Â± â DK âÂ± results from Belle (Poluektov, 2006), shown in the bottom panel of the table, are obtained assuming the eï¬ective hadronic parameter Îº = 1, and are not included in the combined value for Ï3 . Parameter Ï3 (â¦ ) rB (%) Î´B (â¦ ) â â¦ ( ) Î´B (â¦ )"
222,251,0.977,Ecosystem Services For Well-Being in Deltas : integrated Assessment For Policy Analysis,"A coupled global (HadCM3) (Gordon et al. 2000; Pope et al. 2000; Collins et al. 2001) and regional (HadRM3P) (Massey et al. 2015) climate model developed by the Met Office Hadley Centre was used to project temperature and precipitation across the GBM region up to 2099 (Collins et al. 2011; Caesar et al. 2015). Given uncertainty in climate model parameter values, 17 different combinations of parameter values were used to identify ranges in possible temperature and precipitation changes (see Chap. 11, Fig. 11.3). Despite substantial variability between the 17 iterations, all projections indicate a warmer and wetter climate by 2099. From these 17 scenarios, three were selected for application in the models to cover a range of possible change (Q0, Q8 and Q16). Ensemble members were selected to provide a central baseline (Q0), a warmer and drier scenario during the mid-century (Q8), and a much warmer and wetter scenario for both 2050 and 2099 (Q16). Sea-level rise is also a critical issue for Bangladesh. Global sea-level rise scenarios are based directly on the Fifth Assessment Report of the Intergovernmental Panel on Climate Change (Church et al. 2013). These are not explicitly coupled to the Q0, Q8 and Q16 scenarios, and their application is explained in the relevant chapter (see Chaps. 14 and 16). Land subsidence is taken from observations (Chap. 15), while example cyclones are used to illustrate their possible effects (Chap. 16)."
