algorithm,elapsed_time,iterations_done,total_iterations,iterations_per_second,book_index,similarity_score,,book_title,recommended_description
,,,,,7902.0,0.997,,Prisoners of Hope: The Story of Our Captivity and Freedom in Afghanistan,"The gripping and inspiring story of two extraordinary women--from their imprisonment by the Taliban to their rescue by U.S. Special Forces.When Dayna Curry and Heather Mercer arrived in Afghanistan, they had come to help bring a better life and a little hope to some of the poorest and most oppressed people in the world. Within a few months, their lives were thrown into chaos as they became pawns in historic international events. They were arrested by the ruling Taliban government for teaching about Christianity to the people with whom they worked. In the middle of their trial, the events of September 11, 2001, led to the international war on terrorism, with the Taliban a primary target. While many feared Curry and Mercer could not survive in the midst of war, Americans nonetheless prayed for their safe return, and in November their prayers were answered.In Prisoners of Hope , Dayna Curry and Heather Mercer tell the story of their work in Afghanistan, their love for the people they served, their arrest, trial, and imprisonment by the Taliban, and their rescue by U.S. Special Forces. The heart of the book will discuss how two middle-class American women decided to leave the comforts of home in exchange for the opportunity to serve the disadvantaged, and how their faith motivated them and sustained them through the events that followed. Their story is a magnificent narrative of ordinary women caught in extraordinary circumstances as a result of their commitment to serve the poorest and most oppressed women and children in the world. This book will be inspiring to those who seek a purpose greater than themselves."
,,,,,13226.0,0.996,,The Greatest Generation,"""In the spring of 1984, I went to the northwest of France, to Normandy, to prepare an NBC documentary on the fortieth anniversary of D-Day, the massive and daring Allied invasion of Europe that marked the beginning of the end of Adolf Hitler's Third Reich. There, I underwent a life-changing experience. As I walked the beaches with the American veterans who had returned for this anniversary, men in their sixties and seventies, and listened to their stories, I was deeply moved and profoundly grateful for all they had done. Ten years later, I returned to Normandy for the fiftieth anniversary of the invasion, and by then I had come to understand what this generation of Americans meant to history. It is, I believe, the greatest generation any society has ever produced.""ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ In this superb book, Tom Brokaw goes out into America, to tell through the stories of individual men and women the story of a generation, America's citizen heroes and heroines who came of age during the Great Depression and the Second World War and went on to build modern America. This generation was united not only by a common purpose, but also by common values--duty, honor, economy, courage, service, love of family and country, and, above all, responsibility for oneself. In this book, you will meet people whose everyday lives reveal how a generation persevered through war, and were trained by it, and then went on to create interesting and useful lives and the America we have today.""At a time in their lives when their days and nights should have been filled with innocent adventure, love, and the lessons of the workaday world, they were fighting in the most primitive conditions possible across the bloodied landscape of France, Belgium, Italy, Austria, and the coral islands of the Pacific. They answered the call to save the world from the two most powerful and ruthless military machines ever assembled, instruments of conquest in the hands of fascist maniacs. They faced great odds and a late start, but they did not protest. They succeeded on every front. They won the war; they saved the world. They came home to joyous and short-lived celebrations and immediately began the task of rebuilding their lives and the world they wanted. They married in record numbers and gave birth to another distinctive generation, the Baby Boomers. A grateful nation made it possible for more of them to attend college than any society had ever educated, anywhere. They gave the world new science, literature, art, industry, and economic strength unparalleled in the long curve of history. As they now reach the twilight of their adventurous and productive lives, they remain, for the most part, exceptionally modest. They have so many stories to tell, stories that in many cases they have never told before, because in a deep sense they didn't think that what they were doing was that special, because everyone else was doing it too. ""This book, I hope, will in some small way pay tribute to those men and women who have given us the lives we have today--an American family portrait album of the greatest generation.""ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ In this book you'll meet people like Charles Van Gorder, who set up during D-Day a MASH-like medical facility in the middle of the fighting, and then came home to create a clinic and hospital in his hometown. You'll hear George Bush talk about how, as a Navy Air Corps combat pilot, one of his assignments was to read the mail of the enlisted men under him, to be sure no sensitive military information would be compromised. And so, Bush says, ""I learned about life."" You'll meet Trudy Elion, winner of the Nobel Prize in medicine, one of the many women in this book who found fulfilling careers in the changed society as a result of the war. You'll meet Martha Putney, one of the first black women to serve in the newly formed WACs. And you'll meet the members of the Romeo Club (Retired Old Men Eating Out), friends for life. ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ ÃÂ Through these and other stories in The Greatest Generation, you'll relive with ordinary men and women, military heroes, famous people of great achievement, and community leaders how these extraordinary times forged the values and provided the training that made a people and a nation great.From the Hardcover edition."
,,,,,234.0,0.995,,Shot Down: The True Story of Pilot Howard Snyder and the Crew of the B-17 Susan Ruth,"Belgium ... February 8, 1944 ... Shot Down and Alive
For the first time, the full and complete story of the B-17 Flying Fortress Susan Ruth is shared in unbelievable detail. Author Steve SnyderÃ¢ÂÂs story of his father, Lieutenant Howard Snyder, and the Susan Ruth crew, provides in-depth details about many aspects of World War II few understand or know about including the:Ã¢ÂÂ¢ separation for young families as men went off to war;Ã¢ÂÂ¢ training before heading to foreign soil;Ã¢ÂÂ¢ military combat operations;Ã¢ÂÂ¢ underground and resistance and what Lt. Snyder did when he joined it;Ã¢ÂÂ¢ German atrocities toward captured crew and civilians;Ã¢ÂÂ¢ behind-the-scenes stories of the Belgium civilians who risked all to save American flyers who were in the air one moment, spiraling down in flames the next;Ã¢ÂÂ¢ creation and dedication of the monument to the Susan Ruth and its crew located in Macquenoise, Belgium in 1989.Shot Down was created from the vast number of letters and journals of Howard Snyder; diaries of men and women on the ground who rescued, sheltered and hid the crew; and interviews conducted by historians. Centered around the 306th Bomb Group in Thurleigh, England, it is informative, insightful and captivating.For most, 70 years is a long time ago. World War II fades in importance as each year goes by. Shot Down moves history out of the footnotes into reality, keeping the stories of real people alive as they experience being shot down. You are there, almost holding your breath as Lt. Snyder gets his crew out of his B-17 when bailing out over Nazi occupied Europe."
,,,,,11354.0,0.995,,Bloodlands: Europe Between Hitler and Stalin,"Americans call the Second World War Ã¢ÂÂThe Good War.Ã¢ÂÂ But before it even began, AmericaÃ¢ÂÂs wartime ally Josef Stalin had killed millions of his own citizensÃ¢ÂÂand kept killing them during and after the war. Before Hitler was finally defeated, he had murdered six million Jews and nearly as many other Europeans. At warÃ¢ÂÂs end, both the German and the Soviet killing sites fell behind the iron curtain, leaving the history of mass killing in darkness.Bloodlands is a new kind of European history, presenting the mass murders committed by the Nazi and Stalinist regimes as two aspects of a single history, in the time and place where they occurred: between Germany and Russia, when Hitler and Stalin both held power. Assiduously researched, deeply humane, and utterly definitive, Bloodlands will be required reading for anyone seeking to understand the central tragedy of modern history.From BooklistIf there is an explanation for the political killing perpetrated in eastern Europe in the 1930s and 1940s, historian Snyder roots it in agriculture. Stalin wanted to collectivize farmers; Hitler wanted to eliminate them so Germans could colonize the land. The dictators wielded frightening power to advance such fantasies toward reality, and the despots toted up about 14 million corpses between them, so stupefying a figure that Snyder sets himself three goals here: to break down the number into the various actions of murder that comprise it, from liquidation of the kulaks to the final solution; to restore humanity to the victims via surviving testimony to their fates; and to deny Hitler and Stalin any historical justification for their policies, which at the time had legions of supporters and have some even today. Such scope may render SnyderÃ¢ÂÂs project too imposing to casual readers, but it would engage those exposed to the periodÃ¢ÂÂs chronology and major interpretive issues, such as the extent to which the Nazi and Soviet systems may be compared. Solid and judicious scholarship for large WWII collections."
,,,,,12831.0,0.995,,Amish Grace: How Forgiveness Transcended Tragedy,"On Monday morning, October 2, 2006, a gunman entered a one-room Amish school in Nickel Mines, Pennsylvania. In front of twenty-five horrified pupils, thirty-two-year-old Charles Roberts ordered the boys and the teacher to leave. After tying the legs of the ten remaining girls, Roberts prepared to shoot them execution with an automatic rifle and four hundred rounds of ammunition that he brought for the task. The oldest hostage, a thirteen-year-old, begged Roberts to ""shoot me first and let the little ones go."" Refusing her offer, he opened fire on all of them, killing five and leaving the others critically wounded. He then shot himself as police stormed the building. His motivation? ""I'm angry at God for taking my little daughter,"" he told the children before the massacre. The story captured the attention of broadcast and print media in the United States and around the world. By Tuesday morning some fifty television crews had clogged the small village of Nickel Mines, staying for five days until the killer and the killed were buried. The blood was barely dry on the schoolhouse floor when Amish parents brought words of forgiveness to the family of the one who had slain their children.The outside world was incredulous that such forgiveness could be offered so quickly for such a heinous crime. Of the hundreds of media queries that the authors received about the shooting, questions about forgiveness rose to the top. Forgiveness, in fact, eclipsed the tragic story, trumping the violence and arresting the world's attention.Within a week of the murders, Amish forgiveness was a central theme in more than 2,400 news stories around the world. The Washington Post, The New York Times, USA Today, Newsweek, NBC Nightly News, CBS Morning News, Larry King Live, Fox News, Oprah, and dozens of other media outlets heralded the forgiving Amish. From the Khaleej Times (United Arab Emirates) to Australian television, international media were opining on Amish forgiveness. Three weeks after the shooting, ""Amish forgiveness"" had appeared in 2,900 news stories worldwide and on 534,000 web sites.Fresh from the funerals where they had buried their own children, grieving Amish families accounted for half of the seventy-five people who attended the killer's burial. Roberts' widow was deeply moved by their presence as Amish families greeted her and her three children. The forgiveness went beyond talk and graveside presence: the Amish also supported a fund for the shooter's family.AMISH GRACE explores the many questions this story raises about the religious beliefs and habits that led the Amish to forgive so quickly. It looks at the ties between forgiveness and membership in a cloistered communal society and ask if Amish practices parallel or diverge from other religious and secular notions of forgiveness. It will also address the matter of why forgiveness became news. ""All the religions teach it,"" mused an observer, ""but no one does it like the Amish."" Regardless of the cultural seedbed that nourished this story, the surprising act of Amish forgiveness begs for a deeper exploration. How could the Amish do this? What did this act mean to them? And how might their witness prove useful to the rest of us?"
,,,,,215.0,0.995,,Shanghai Girls,"Pearl and May are sisters, living carefree lives in Shanghai, the Paris of Asia. But when Japanese bombs fall on their beloved city, they set out on the journey of a lifetime, one that will take them through the Chinese countryside, in and out of the clutch of brutal soldiers, and across the Pacific to the shores of America.In 1937, Shanghai is the Paris of Asia, a city of great wealth and glamour, the home of millionaires and beggars, gangsters and gamblers, patriots and revolutionaries, artists and warlords. Thanks to the financial security and material comforts provided by their fatherÃ¢ÂÂs prosperous rickshaw business, twenty-one-year-old Pearl Chin and her younger sister, May, are having the time of their lives. Though both sisters wave off authority and tradition, they couldnÃ¢ÂÂt be more different: Pearl is a Dragon sign, strong and stubborn, while May is a true Sheep, adorable and placid. Both are beautiful, modern, and carefree . . . until the day their father tells them that he has gambled away their wealth and that in order to repay his debts he must sell the girls as wives to suitors who have traveled from California to find Chinese brides. As Japanese bombs fall on their beloved city, Pearl and May set out on the journey of a lifetime, one that will take them through the Chinese countryside, in and out of the clutch of brutal soldiers, and across the Pacific to the shores of America. In Los Angeles they begin a fresh chapter, trying to find love with the strangers they have married, brushing against the seduction of Hollywood, and striving to embrace American life even as they fight against discrimination, brave Communist witch hunts, and find themselves hemmed in by ChinatownÃ¢ÂÂs old ways and rules."
,,,,,125.0,0.995,,Arminius and Thusnelda Versus Rome,"In September of 9 A.D., the man appointed as the Roman Governor of Germania with the backing of Augustus tried to complete the Roman conquest of the Germans. At the time, the Germanic tribes were loosely allied, but they would unite for offensive or defensive warfare if they were threatened. The Roman Governor called Varus had been passing too many judgements upon the Germanic tribesmen, who too often saw their kinsmen and women either impaled or crucified. At an early age, three boys were taken to Rome for instruction in Roman Law, basic engineering, Latin, and learning to become officers serving with the Roman army to repay Rome for their education. After completing their training and at their mid to late teens, the boys were sent to their units. Over time, Arminius became disgusted with how the Romans treated people and resolved to throw them out of his county. In time Arminius met Thusnelda, who married him. Together, they became a thorn in the side of Rome. That resulted in Varus leading three entire legions against them. The legions were ambushed by a handful of Germanic warriors who destroyed all three roman legions and all of their supporting units. That totalled over 20,000 men. At the time, the Germanic woman had full equality with Germanic men. Women even sat on military councils, and often, their advice was sought by the male warriors. The woman would follow their men at a distance from them, but they were always close enough to their men to be able to lend assistance to them if needed. that often turned the tables of the fight and resulted in the Germanic woman being feared as such as the Germanic man by the Romans!"
,,,,,10979.0,0.995,,It Began With Ashes,"Peace in Wroge came at a price.The cost?War.Wroge was divided by the Saive War. The Arneuton kingdom enslaved the Keltir clans into their invasion, and swept across the territory, converting and conscripting the weak, culling the strong. Five Years of war, the blood of four races, millions of deaths. The Arneut conquered. The Keltir were released from their imprisonment, but the Vikir and Narz were forever banished from Wroge's borders.Draven fought for peace. He fought another man's war and paid for his freedom in blood. But even peace comes with its price. Taxes to another man's king. Draven's fight might have ended with the Saive War, but the struggle to afford safety for his family is far from over.When the Vikir threaten Wroge's northern border they come with a debt of their own. And it's not taxes they're after. They come because of the Keltir's betrayal in the Saive War. They come from blood.But Wroge's fate won't be decided by ageing warriors and old grudges. The lives of four young men, divided by peace, united by conflict, will shape the future of the war torn land.'It Began With Ashes' is the story of how life's greatest struggle is to accept who you are - a tale of broken promises, bitter grudges, and brotherhoods bound in blood."
,,,,,11169.0,0.995,,First Light,"Binglow is a young pig-troll (Paglot) of the Torry Mountains, who decides to follow the advice of the Black Dwarfs to join the resistance against the cannibal swine-dogs Ã¢ÂÂ Opules. Of course, it wasn't for free, the Black Dwarfs were mining gold in the Torry catacombs. Such tempting offer lured Binglow and his pig-troll friends to prepare for an ambush, but there was one little problem.While scouting over Norwin, he finds more friends from Amber Heights, Kazool and other nooks of the fantasy terrain, to form the alliance. Alas, revealing awkwardness and inability in expelling the stronger enemy. A brutal force was not the point of Norwin, the land that lied in prosperous glens of an upcoming disintegration. The magic was all forgotten, or hidden in the hands of those, who had barely preserved it.The team of the young rebels, at last, had started noticing, that many problems of their lands weren't coming just from the evil intruders of Shakalot, but from something else...."
,,,,,8924.0,0.995,,English Passengers,"In 1857 when Captain Illiam Quillian Kewley and his band of rum smugglers from the Isle of Man have most of their contraband confiscated by British Customs, they are forced to put their ship up for charter. The only takers are two eccentric Englishmen who want to embark for the other side of the globe. The Reverend Geoffrey Wilson believes the Garden of Eden was on the island of Tasmania. His traveling partner, Dr. Thomas Potter, unbeknownst to Wilson, is developing a sinister thesis about the races of men. Meanwhile, an aboriginal in Tasmania named Peevay recounts his peopleÃ¢ÂÂs struggles against the invading British, a story that begins in 1824, moves into the present with approach of the English passengers in 1857, and extends into the future in 1870. These characters and many others come together in a storm of voices that vividly bring a past age to life."
