algorithm,elapsed_time,iterations_done,total_iterations,iterations_per_second,book_index,similarity_score,,book_title,recommended_description
,,,,,78.0,0.479,,A Gracious Enemy & After the War Volume One,"Volume One is mainly about the second Indochina war (Vietnam War) and is set during the period from 1770 to 1975. It includes political intrigues in Paris, London, Washington and Canberra. It is told in story form and uses 470 pages to tell the story of Australians involved in Vietnam and how most Aussie combat soldiers did not want to be doing the job they were sent to complete. however, Aussie soldiers did their duties to the best of their abilities. Volume One ends with Richard Nixon's War and the debacle of the Americans quickly leaving after suffering unacceptable numbers of war deaths. (Over 52,000 KIA). Volume Two Has been completed and is available from starts with a recap of Ricard Nixon's War followed by the Vietnamese invasion of Kampuchea after which the Pol Pot Regime fled into the jungle. That is followed by the stories of the Vietnamese ""Boat People"" and their trials and problems of coming to Australia and becoming Aussie citizens and successful business people after many hard times. In both the case of Volume Two, the eBook edition of Volume Two shall be released on the 7th of October 2022.Kind regards - Michael G Kramer OMIEAust."
,,,,,5972.0,0.419,,The Sorrow Of War: A Novel of North Vietnam,"Bao Ninh, a former North Vietnamese soldier, provides a strikingly honest look at how the Vietnam War forever changed his life, his country, and the people who live there. Originally published against government wishes in Vietnam because of its non-heroic, non-ideological tone, The Sorrow of War has won worldwide acclaim and become an international bestseller"
,,,,,11192.0,0.41,,Whispers In The Tall Grass,"On his second combat tour, Nick Brokhausen served in Recon Team Habu, CCN. This unit was part of MACV-SOG (Military Assistance Command Vietnam Studies and Observations Group), or Studies and Observations Group as it was innocuously called. The small recon companies that were the center of its activities conducted some of the most dangerous missions of the war, infiltrating areas controlled by the North Vietnamese in Laos, Vietnam, and Cambodia. The companies never exceeded more than 30 Americans, yet they were the best source for the enemy's disposition and were key to the US military being able to take the war to the enemy. This was accomplished by utilizing both new and innovative technology, and tactics dating back to the French and Indian Wars.This small unit racked up one of the most impressive records of awards for valor of any unit in the history of the United States Army. It came at a terrible price, however; the number of wounded and killed in action was incredibly high. Those missions today seem suicidal. In 1970 they seemed equally so, yet these men went out day after day with their indigenous allies - Montagnard tribesmen, Vietnamese, and Chinese Nungs - and faced the challenges with courage and resolve.Whispers in the Tall Grass is the second volume of Nick's riveting memoir of his time with MACV-SOG. Written in the same irreverent, immediate style that made We Fewi a cult classic, he continues his hair-raising adventures behind enemy lines, and movingly conveys the bonds that war creates between soldiers."
,,,,,10514.0,0.41,,A Bright Shining Lie: John Paul Vann and America in Vietnam,"This passionate, epic account of the Vietnam War centres on Lt Col John Paul Vann, whose story illuminates America's failures & disillusionment in SE Asia. A field adviser to the army when US involvement was just beginning, he quickly became appalled at the corruption of the S. Vietnamese regime, their incompetence in fighting the Communists & their brutal alienation of their own people. Finding his superiors too blinded by political lies to understand the war was being thrown away, he secretly briefed reporters on what was really happening. One of those reporters was Neil Sheehan.--Amazon (edited) Neil Sheehan was a Vietnam War correspondent for United Press International & the NY Times & won a number of awards for reporting. In 1971 he obtained the Pentagon Papers, which brought the Times the Pulitzer gold medal for meritorious public service. A Bright Shining Lie won the National Book Award & the Pulitzer Prize for Non-Fiction. He lives in Washington DC.MapsThe funeral Going to war Antecedents to a confrontation The Battle of Ap Bac Taking on the system Antecedents to the man A second time aroundJohn Vann staysAcknowledgmentsInterviewsDocumentsSource NotesBibliographyIndexAbout the Author"
,,,,,9962.0,0.407,,Bringing Up BÃÂ©bÃÂ©: One American Mother Discovers the Wisdom of French Parenting,"The secret behind France's astonishingly well-behaved children. When American journalist Pamela Druckerman has a baby in Paris, she doesn't aspire to become a ""French parent."" French parenting isn't a known thing, like French fashion or French cheese. Even French parents themselves insist they aren't doing anything special.Yet, the French children Druckerman knows sleep through the night at two or three months old while those of her American friends take a year or more. French kids eat well-rounded meals that are more likely to include braised leeks than chicken nuggets. And while her American friends spend their visits resolving spats between their kids, her French friends sip coffee while the kids play.Motherhood itself is a whole different experience in France. There's no role model, as there is in America, for the harried new mom with no life of her own. French mothers assume that even good parents aren't at the constant service of their children and that there's no need to feel guilty about this. They have an easy, calm authority with their kids that Druckerman can only envy.Of course, French parenting wouldn't be worth talking about if it produced robotic, joyless children. In fact, French kids are just as boisterous, curious, and creative as Americans. They're just far better behaved and more in command of themselves. While some American toddlers are getting Mandarin tutors and preliteracy training, French kids are- by design-toddling around and discovering the world at their own pace.With a notebook stashed in her diaper bag, Druckerman-a former reporter for The Wall Street Journal-sets out to learn the secrets to raising a society of good little sleepers, gourmet eaters, and reasonably relaxed parents. She discovers that French parents are extremely strict about some things and strikingly permissive about others. And she realizes that to be a different kind of parent, you don't just need a different parenting philosophy. You need a very different view of what a child actually is.While finding her own firm non, Druckerman discovers that children-including her own-are capable of feats she'd never imagined."
,,,,,9751.0,0.361,,"Expert Secrets: The Underground Playbook for Finding Your Message, Building a Tribe, and Changing the World",Expert Secrets helps people find their message and then create a mass movement of people who will pay them for that advice.
,,,,,2093.0,0.355,,Churchill: Walking with Destiny,"A landmark reconsideration of the iconoclastic war leader, based on extensive new material, from private letters to war cabinet meetings, by the bestselling, award-winning author of Napoleon and The Storm of War.When we seek an example of unalloyed courage, the man who comes to mind is Winston Churchill: the visionary leader, immune from the consensus of the day, who stood firmly for his beliefs when everyone doubted him. But how did young Winston become Churchill? What gave him the strength to take on the superior force of Nazi Germany when bombs rained on London and so many others had caved? In The Storm of War, Andrew Roberts gave us a tantalizing glimpse of Churchill the war leader. Now, at last, we have the full and definitive biography, as personally revealing as it is compulsively readable, about one of the great leaders of all time.Roberts was granted exclusive access to extensive new material: the transcripts of war cabinet meetings - the equivalent of the Nixon and JFK tapes - diaries, letters, unpublished memoirs, and detailed notes taken by the king after their bi-weekly meetings. Having read every one of Churchill's letters, including deeply personal ones that Churchill's son Randolph had previously chosen to withhold, and spoken to more than one hundred people who knew or worked with him, Roberts identifies the hidden forces fueling Churchill's drive. Churchill put his faith in the British Empire and fought as hard to preserve it as he did to defend London. Having started his career in India and South Africa, he understood better than most idealists how hard it can be to pacify reluctant people far from home.We think of Churchill as a hero of the age of mechanized warfare, but Roberts's masterwork reveals that he has as much to teach us about the challenges we face today and the fundamental values of courage, tenacity, leadership, and moral conviction."
,,,,,8004.0,0.355,,Documents on the Rape of Nanking,"The Japanese Army's invasion of China in 1937 was the first step toward a hemispheric war that would last until the atomic bombing of Hiroshima and Nagasaki in 1945. What ended in one atrocity began with the savage military takeover of China's capital city, which quickly became known as the Rape of Nanking. The Japanese Army's conduct from December 1937 to February 1938 constitutes one of the most barbarous events not just of the war but of the century. The violence was documented at the time and then redocumented during the war crimes trial in Tokyo after the war. This book brings together materials from both moments to provide the first comprehensive dossier of primary sources on the Rape.Part 1, ""The Records,"" includes two sources written as the Rape was underway. The first is a long set of documents produced by the International Committee for the Nanking Safety Zone, a group of foreigners who strove to protect the Chinese residents. The second is a series of letters that American surgeon Dr. Robert Wilson wrote for his family during the same period. These letters are published here for the first time.The evidence compiled by the International Committee and its members would be decisive for the indictments against Japanese leaders at the International Military Tribunal for the Far East in Tokyo. Part 2, ""The Judgments,"" reprints portions of the tribunal's 1948 judgment dealing with the Rape of Nanking, its judicial consequences, and sections of the dissenting judgment of Justice Radhabinod Pal.These contemporary records and judgments create an intimate firsthand account of the Rape of Nanking. Together they are intended to stimulate deeper reflection than previously possible on how and why we assess and assign the burden of war guilt.Timothy Brook is Professor of Chinese History and Associate Director of the Joint Centre for Asia Pacific Studies, University of Toronto, and is coeditor of Nation Asian Elites and National Identities and Culture and The Shaping of Capitalism in Eastern Asia , both published by the University of Michigan Press."
,,,,,7444.0,0.355,,The Sympathizer,"It is April 1975, and Saigon is in chaos. At his villa, a general of the South Vietnamese army is drinking whiskey and, with the help of his trusted captain, drawing up a list of those who will be given passage aboard the last flights out of the country. The general and his compatriots start a new life in Los Angeles, unaware that one among their number, the captain, is secretly observing and reporting on the group to a higher-up in the Viet Cong. The Sympathizer is the story of this captain: a man brought up by an absent French father and a poor Vietnamese mother, a man who went to university in America, but returned to Vietnam to fight for the Communist cause. A gripping spy novel, an astute exploration of extreme politics, and a moving love story, The Sympathizer explores a life between two worlds and examines the legacy of the Vietnam War in literature, film, and the wars we fight today."
,,,,,9443.0,0.348,,Madame Fourcade's Secret War: The Daring Young Woman Who Led France's Largest Spy Network Against Hitler,"The dramatic true story of Marie-Madeleine Fourcade--codename Hedgehog--the woman who headed the largest spy network in occupied France during World War II, from the New York Times bestselling author of Citizens of London and Those Angry Days.In 1941, a thirty-one-year-old Frenchwoman born to privilege and known for her beauty and glamour became the leader of a vast Resistance organization--the only woman to hold such a role. Brave, independent, and a lifelong rebel against her country's conservative, patriarchal society, Marie-Madeleine Fourcade was temperamentally made for the job. Her group's name was Alliance, but the Gestapo dubbed it Noah's Ark because its agents used the names of animals as their aliases. Marie-Madeleine's codename was Hedgehog.No other French spy network lasted as long or supplied as much crucial intelligence as Alliance--and as a result, the Gestapo pursued them relentlessly, capturing, torturing, and executing hundreds of its three thousand agents, including her own lover and many of her key spies. Fourcade had to move her headquarters every week, constantly changing her hair color, clothing, and identity, yet was still imprisoned twice by the Nazis. Both times she managed to escape, once by stripping naked and forcing her thin body through the bars of her cell. The mother of two young children, Marie-Madeleine hardly saw them during the war, so entirely engaged was she in her spy network, preferring they live far from her and out of harm's way. In Madame Fourcade's Secret War, Lynne Olson tells the tense, fascinating story of Fourcade and Alliance against the background of the developing war that split France in two and forced its citizens to live side by side with their hated German occupiers."
