algorithm,elapsed_time,iterations_done,total_iterations,iterations_per_second,book_index,similarity_score,,book_title,recommended_description
,,,,,12030.0,0.476,,Welcome to Felicity's World ÃÂ· 1774: Growing Up in Colonial America,Examines life in the American colonies during the Revolutionary War
,,,,,9388.0,0.464,,Stubborn Twig: Three Generations in the Life of a Japanese American Family,"Stubborn Twig is a classic American story, a story of immigrants making their way in a new land. It is a living work of social history that rings with the power of truth and the drama of fiction, a moving saga about the challenges of becoming an American. Masuo Yasui traveled from Japan across the other Oregon TrailÃ¢ÂÂthe one that spanned the Pacific OceanÃ¢ÂÂin 1903. Like most immigrants, he came with big dreams and empty pockets. Working on the railroads, in a cannery, and as a houseboy before settling in Hood River, Oregon, he opened a store, raised a large family, and became one of the areaÃ¢ÂÂs most successful orchardists.As Masuo broke the race barrier in the local business community, his American-born children broke it in school, scouts and sports, excelling in most everything they tried. For the YasuisÃ¢ÂÂ first-born son, the constraints and contradictions of being both Japanese and American led to tragedy. But his seven brothers and sisters prevailed, becoming doctors, lawyers, teachers, and farmers. It was a classic tale of the American dream come trueÃ¢ÂÂuntil December 7, 1941, changed their lives forever. The Yasuis were among the more than 110,000 people of Japanese ancestry along the West Coast who were forced from their homes and interned in vast inland Ã¢ÂÂrelocation camps.Ã¢ÂÂ Masuo was arrested as a spy and imprisoned for the rest of the war; his family was shamed and broken. Yet the Yasuis endured, as succeeding generations took up the challenge of finding their identity as Americans. Stubborn Twig is their storyÃ¢ÂÂa story at once tragic and triumphant, one that bears eloquent witness to both the promise and the peril of America."
,,,,,7523.0,0.453,,How to Be an American Housewife,"A lively and surprising novel about a Japanese woman with a closely guarded secret, the American daughter who strives to live up to her mother's standards, and the rejuvenating power of forgiveness.How to Be an American Housewife is a novel about mothers and daughters, and the pull of tradition. It tells the story of Shoko, a Japanese woman who married an American GI, and her grown daughter, Sue, a divorced mother whose life as an American housewife hasn't been what she'd expected. When illness prevents Shoko from traveling to Japan, she asks Sue to go in her place. The trip reveals family secrets that change their lives in dramatic and unforeseen ways. Offering an entertaining glimpse into American and Japanese family lives and their potent aspirations, this is a warm and engaging novel full of unexpected insight."
,,,,,5664.0,0.417,,Winter of the World,"Winter of the World picks up right where the first book left off, as its five interrelated familiesÃ¢ÂÂAmerican, German, Russian, English, WelshÃ¢ÂÂenter a time of enormous social, political, and economic turmoil, beginning with the rise of the Third Reich, through the Spanish Civil War and the great dramas of World War II, up to the explosions of the American and Soviet atomic bombs.Carla von Ulrich, born of German and English parents, finds her life engulfed by the Nazi tide until she commits a deed of great courage and heartbreak. . . . American brothers Woody and Chuck Dewar, each with a secret, take separate paths to momentous events, one in Washington, the other in the bloody jungles of the Pacific. . . . English student Lloyd Williams discovers in the crucible of the Spanish Civil War that he must fight Communism just as hard as Fascism. . . . Daisy Peshkov, a driven American social climber, cares only for popularity and the fast set, until the war transforms her life, not just once but twice, while her cousin Volodya carves out a position in Soviet intelligence that will affect not only this warÃ¢ÂÂbut the war to come.These characters and many others find their lives inextricably entangled as their experiences illuminate the cataclysms that marked the century. From the drawing rooms of the rich to the blood and smoke of battle, their lives intertwine, propelling the reader into dramas of ever-increasing complexity."
,,,,,9639.0,0.405,,Empire of the Sun,"The classic, award-winning novel, made famous by Steven Spielberg's film, tells of a young boy's struggle to survive World War II in China.Jim is separated from his parents in a world at war. To survive, he must find a deep strength greater than all the events that surround him.Shanghai, 1941 Ã¢ÂÂ a city aflame from the fateful torch of Pearl Harbor. In streets full of chaos and corpses, a young British boy searches in vain for his parents. Imprisoned in a Japanese concentration camp, he is witness to the fierce white flash of Nagasaki, as the bomb bellows the end of the war...and the dawn of a blighted world.Ballard's enduring novel of war and deprivation, internment camps and death marches, and starvation and survival is an honest coming-of-age tale set in a world thrown utterly out of joint."
,,,,,10871.0,0.393,,King Rat,"The time is World War II. The place is a brutal prison camp deep in Japanese-occupied territory. Here, within the seething mass of humanity, one man, an American corporal, seeks dominance over both captives and captors alike. His weapons are human courage, unblinking understanding of human weaknesses, and total willingness to exploit every opportunity to enlarge his power and corrupt or destroy anyone who stands in his path."
,,,,,12077.0,0.386,,Ceremony,"Tayo, a young Native American, has been a prisoner of the Japanese during World War II, and the horrors of captivity have almost eroded his will to survive. His return to the Laguna Pueblo reservation only increases his feeling of estrangement and alienation. While other returning soldiers find easy refuge in alcohol and senseless violence, Tayo searches for another kind of comfort and resolution. Tayo's quest leads him back to the Indian past and its traditions, to beliefs about witchcraft and evil, and to the ancient stories of his people. The search itself becomes a ritual, a curative ceremony that defeats the most virulent of afflictionsÃ¢ÂÂdespair."
,,,,,12687.0,0.386,,Farewell to Manzanar: A True Story of Japanese American Experience During and After the World War II Internment,"Jeanne Wakatsuki was seven years old in 1942 when her family was uprooted from their home and sent to live at Manzanar internment campÃ¢ÂÂwith 10,000 other Japanese Americans. Along with searchlight towers and armed guards, Manzanar ludicrously featured cheerleaders, Boy Scouts, sock hops, baton twirling lessons and a dance band called the Jive Bombers who would play any popular song except theÃÂ nation's #1 hit: ""Don't Fence Me In.""Farewell to Manzanar is the true story of one spirited Japanese-American family's attempt to survive the indignities of forced detentionÃ¢ÂÂand of a native-born American child who discovered what it was like to grow up behind barbed wire in the United States."
,,,,,7008.0,0.38,,Flags of Our Fathers,"In this unforgettable chronicle of perhaps the most famous moment in American military history, James Bradley has captured the glory, the triumph, the heartbreak, and the legacy of the six men who raised the flag at Iwo Jima. Here is the true story behind the immortal photograph that has come to symbolize the courage and indomitable will of America.In February 1945, American Marines plunged into the surf at Iwo JimaÃ¢ÂÂand into history. Through a hail of machine-gun and mortar fire that left the beaches strewn with comrades, they battled to the island's highest peak. And after climbing through a landscape of hell itself, they raised a flag.Now the son of one of the flagraisers has written a powerful account of six very different young men who came together in a moment that will live forever.To his family, John Bradley never spoke of the photograph or the war. But after his death at age seventy, his family discovered closed boxes of letters and photos. In Flags of Our Fathers, James Bradley draws on those documents to retrace the lives of his father and the men of Easy Company. Following these men's paths to Iwo Jima, James Bradley has written a classic story of the heroic battle for the Pacific's most crucial islandÃ¢ÂÂan island riddled with Japanese tunnels and 22,000 fanatic defenders who would fight to the last man.But perhaps the most interesting part of the story is what happened after the victory. The men in the photoÃ¢ÂÂthree were killed during the battleÃ¢ÂÂwere proclaimed heroes and flown home, to become reluctant symbols. For two of them, the adulation was shattering. Only James Bradley's father truly survived, displaying no copy of the famous photograph in his home, telling his son only: ""The real heroes of Iwo Jima were the guys who didn't come back.""Few books ever have captured the complexity and furor of war and its aftermath as well as Flags of Our Fathers. A penetrating, epic look at a generation at war, this is history told with keen insight, enormous honesty, and the passion of a son paying homage to his father. It is the story of the difference between truth and myth, the meaning of being a hero, and the essence of the human experience of war.From the Hardcover edition."
,,,,,8004.0,0.377,,Documents on the Rape of Nanking,"The Japanese Army's invasion of China in 1937 was the first step toward a hemispheric war that would last until the atomic bombing of Hiroshima and Nagasaki in 1945. What ended in one atrocity began with the savage military takeover of China's capital city, which quickly became known as the Rape of Nanking. The Japanese Army's conduct from December 1937 to February 1938 constitutes one of the most barbarous events not just of the war but of the century. The violence was documented at the time and then redocumented during the war crimes trial in Tokyo after the war. This book brings together materials from both moments to provide the first comprehensive dossier of primary sources on the Rape.Part 1, ""The Records,"" includes two sources written as the Rape was underway. The first is a long set of documents produced by the International Committee for the Nanking Safety Zone, a group of foreigners who strove to protect the Chinese residents. The second is a series of letters that American surgeon Dr. Robert Wilson wrote for his family during the same period. These letters are published here for the first time.The evidence compiled by the International Committee and its members would be decisive for the indictments against Japanese leaders at the International Military Tribunal for the Far East in Tokyo. Part 2, ""The Judgments,"" reprints portions of the tribunal's 1948 judgment dealing with the Rape of Nanking, its judicial consequences, and sections of the dissenting judgment of Justice Radhabinod Pal.These contemporary records and judgments create an intimate firsthand account of the Rape of Nanking. Together they are intended to stimulate deeper reflection than previously possible on how and why we assess and assign the burden of war guilt.Timothy Brook is Professor of Chinese History and Associate Director of the Joint Centre for Asia Pacific Studies, University of Toronto, and is coeditor of Nation Asian Elites and National Identities and Culture and The Shaping of Capitalism in Eastern Asia , both published by the University of Michigan Press."
